년도	제목	장르	가사
2003	처음	랩/힙합	나에게 처음 평생에 처음 이렇게 널 사랑하는 마음 아직도 나는 기억하고 있어 수줍은 너의 손을 잡으며 너보다 더 많이 떨려 하던 나의 모습을 어느새 시간은 그 때를 지나 벌써 우리의 일년인거야 하지만 아직도 그 때처럼 나는 설레일뿐 때론 상처받고 때론 아파했었던 널 만나기 전의 나의 모습 이젠 나에겐 없어 슬픔은 없어 이대로 나는 행복해 너를 사랑해 그 누구보다 하루하루가 첫사랑의 순간일 만큼 이 세상 속에 태어나서 나 처음일 만큼 너를 사랑해 정말 너무나도 벅차오르는 이 나의 맘 우리의 기쁨만으로 가득한 나날들 오 이대로 영원히 나에게 처음 평생에 처음 이렇게 널 사랑하는 마음 어쩌면 나는 널 만나기 위해 지금까지 살아 왔었나봐 꿈만 같던 바램 가끔은 아직 꿈인 것 같아 때론 상처받고 때론 아파했었던 널 만나기 전의 나의 모습 이젠 나에겐 없어 슬픔은 없어 이대로 나는 행복해 너를 사랑해 그 누구보다 하루하루가 첫사랑의 순간일 만큼 이 세상 속에 태어나서 나 처음일 만큼 너를 사랑해 정말 너무나도 벅차오르는 이 나의 맘 우리의 기쁨만으로 가득한 나날들 오 이대로 영원히 yo 우리가 함께할 행복한 날들 너와 날 닮은 예쁜 우리의 아이들 너 하나만 사랑하겠다는 나의 다짐을 지켜줄께 받아줘 나의 사랑을 난 이미 알고 있었어 우리들의 이 사랑을 I need you 우리 서로 만나기 벌써 전부터 너는 나에게 여름의 노래 언제나 내게 나에게는 네가 필요해 이 세상 어떤 누구보다도 나는 행복해 너를 사랑해 정말 너무나도 벅차오르는 이 나의 맘 우리의 기쁨만으로 가득한 나날들 오 이대로 영원히 Baby you and me forever Girl wanna be together 너와 함께 평생 영원토록 할께 Baby 너는 나의 연인 Till I die you're my queen 언제나 처음처럼 너는 나에게 항상 number one Baby you and me forever Girl wanna be together 너와 함께 평생 영원토록 할께
2003	Crazy	랩/힙합	우리 모두 함께 리듬에 맞게 흔들어봐 디베이스와 함께 소리쳐 봐 uh 너무 작네 준비됐나 uh it's a party Yo Get down cause we pumping the sound make you move to the groove Don't touch ground gotta you moving around put your hands in the air Yo Get down cause we pumping the sound make you move to the groove Don't touch ground gotta you moving around put your hands in the air 네앞에 나의 모습을 바라봐 줘 너에게 빠져있는 내 모습을 한 걸음만 더 조금더 다가와 줘 너의 모든 걸 내가 알수 있도록 Don't touch ground got you moving around put your hands in the air 도저히 나는 숨길 수가 없는 걸 수많은 사람들 틈 속에서도 너만이 나의 사랑이라고 나는 말하고 말꺼야 소리 지를꺼야 이렇게 너와 난 함께 하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와 난 함께 하는거야 이밤이 하얗게 변해갈때 까지 Yo Get down cause we pumping the sound make you move to the groove Don't touch ground gotta you moving around put your hands in the air Yo Get down cause we pumping the sound make you move to the groove Don't touch ground gotta you moving around put your hands in the air 오늘을 위해서 난 살아 왔나봐 어떤 노래 가사가 그랬듯이 사랑해 너를 사랑해 내 심장은 터져 버릴꺼야 미칠 것만 같아 Don't touch ground got you moving around put your hands in the air 무례하다고 내게 말해도 좋아 오늘 밤 너와 함께 할 수 있다면 나는 그 무엇도 상관이 없는 걸 Oh baby Let's get down 이렇게 너와난 함께하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와난 함께 하는 거야 이밤이 하얗게 변해갈 때 까지 무례하다고 내게 말해도 좋아 오늘밤 너와 함께 할수 있다면 나는 그 무엇도 상관이 없는 걸 Oh baby Let's get down tonight 이렇게 너와난 함께 하는 거야 이밤이 우리를 지나 칠 때까지 이렇게 너와 난 함께 하는 거야 이밤이 하얗게 변해갈 때 까지 Everybody get down tonight Feel the music it's in your mind Take me baby we on the ground and get the party on tonight We doing it all night 이렇게 너와 난 함께 하는 거야 이밤이 우리를 지나칠 때까지 이렇게 너와 난 함께 하는 거야 이밤이 하얗게 변해갈 때까지
2003	연인	랩/힙합	나 그대에게 모두 드리리  사람 살아간다는게 원래 웃기지  미운 정이 깊이 남은 맘이지  난 있지 너 없이는 uh come on  Yo 변해 왜 변해  마음이 어떻게 변해  연애가 시작되기 전엔  절대적인 여자였지  눈부시게 아름다운  절대로 놓칠 수 없어  나는 원래 너 같은 여자  기다리며 살아왔거든  너라면은 뭐든지 해줄 거거든 그러니 내게 와 한번 사귀어 봐  정 못 믿겠거든 한번 속아봐 제발  내 말 듣고 나랑 사귀어 보니 어때  한해 두 해 시간이 지나고 나서 보니  너 때문에 좋기보단 짜증만이  차가웠던 너의 손엔 미지근한 땀이  이젠 단점만이 아주 많이 보여서  괴로워 정떨어져 그래서 헤어져  우린 못 헤어져 뭘 어쩌겠어  어쩌겠어 어쩌겠어  세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 Yo 우린 움직이지 않아 절대 싫증내지 않아 웬만한 말다툼 정도 우스워 괜찮아 꽉 안아주기만 하면 그만 우린 모두 다 잊잖아 서로를 믿잖아 믿음은 깊잖아 있잖아 솔직히 말해 약간 귀찮아 너만한 사람 없다는 거 알면서도 가끔씩은 너도 어쩜 둘 다 서로 귀찮을 때가 있는 건 왜 일까 마치 제 3자의 입장인 것 처럼 너를 다시 보게 돼 뜯어 보게 돼 이러면 안돼 하면서도 또 꼬투리를 찾게 돼 잡게 돼 내가 몰랐던 널 알게 돼 이젠 단점만이 아주 많이 보여서 괴로워 정떨어져 그래서 헤어져 우린 못헤어져 뭘 어쩌겠어 어쩌겠어 어쩌겠어 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이는 나 역시도 없지 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이 나 역시도 없지 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여
2003	Real Love	랩/힙합	영화같은 우리의 만남 그 운명 같은 만남 햇살속에 천사로 착각했던 널 사랑한 순간 내 연인이 될 꺼라고 생각도 못한 만큼 너의 사랑 받았던 그 날 내 기쁨도 큰 나만의 여자가 되었던 어느 새 일년이 지나 행복했던 기억들 추억 속에 묻힌 시간 널 지켜보았던 오래되진 않았지만 후회한 적 없고 내 전부 너 하나만 내 손을 잡아줬던 내 품에 네가 안겼던 슬픈 얼굴로 내 앞에서 눈물 흘렸던 그 모든 기억들은 나에게 남아있어 Yo 어떤 보석 보다도 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 나쁜 기억들 좋은 추억들 모든 커플처럼 겪어 보는 하루의 일들 아무리 싸워 봐도 아무리 싫어져도 We know that 서로의 마음은 떠나지 않는다고 하지만 좋은 얘기들만은 이제 그만 나도 가끔은 듣고 싶어 너도 미남 네 옆에 있다고 너만 바라본다고 사랑한다고 잊지마 나도 널 떠나갈 수 있다고 Britney 못지 않은 춤 실력 네 목소리를 매일 들어도 난 안 질려 네가 윙크 해줄 때 내 마음은 움직여 이 모든 네 매력 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I'll never part 완벽한 조건을 가진 넌 Don't make me stop Yo 넌 내 여자고 You off the chart 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I'll never part 완벽한 조건을 가진 넌 Don't make me stop Yo 넌 내 여자고 You off the chart 널 얼만큼 믿냐고 내게 묻는다면 그건 의미 없는 질문 어떤 누구든 이런 나에게 물어봐도 내겐 오직 너 하나뿐 나에겐 오직 너 하나뿐 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 모든 걸 주겠다 내 삶보다 더 아껴주겠다 옆에 있으면 부족한게 없다 단 하나 끝까지 이해해주고 오직 내 편만 돼주고 미래의 Bride가 돼달라고 부탁한다 우리는 평생 같이 할 수 있다는 자신 No 배신 영원히 Baby cause you are my queen  l mean I'm gonna love girl until the end of time My girl my wife Baby forever be mine 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 널 사랑해
2003	Outsider	랩/힙합	지겨운 이 세상을 나는 살아가지 따가운 시선들이 나를 언제나 괴롭게 해도 또 다른 세상을 내일에 찾으려 무거운 하루하루가 날 스쳐갈 때 힘겨운 시간 속에서도 나는 널 기억해 또 다른 세상 속에 나의 모습을 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 굳어진 자신만의 그런 관점으로 무뎌진 자신만의 그런 생각으로 모든것을 세상의 모든것을 판단하지마 다른게 결코 최악이 될 수는 없어 같은게 언제나 정답이 될 수는 없듯이 나는 나의 길을 걸어가고 있어 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또 다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아
2003	연인	랩/힙합	나 그대에게 모두 드리리  사람 살아간다는게 원래 웃기지  미운 정이 깊이 남은 맘이지  난 있지 너 없이는 uh come on  Yo 변해 왜 변해  마음이 어떻게 변해  연애가 시작되기 전엔  절대적인 여자였지  눈부시게 아름다운  절대로 놓칠 수 없어  나는 원래 너 같은 여자  기다리며 살아왔거든  너라면은 뭐든지 해줄 거거든 그러니 내게 와 한번 사귀어 봐  정 못 믿겠거든 한번 속아봐 제발  내 말 듣고 나랑 사귀어 보니 어때  한해 두 해 시간이 지나고 나서 보니  너 때문에 좋기보단 짜증만이  차가웠던 너의 손엔 미지근한 땀이  이젠 단점만이 아주 많이 보여서  괴로워 정떨어져 그래서 헤어져  우린 못 헤어져 뭘 어쩌겠어  어쩌겠어 어쩌겠어  세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 Yo 우린 움직이지 않아 절대 싫증내지 않아 웬만한 말다툼 정도 우스워 괜찮아 꽉 안아주기만 하면 그만 우린 모두 다 잊잖아 서로를 믿잖아 믿음은 깊잖아 있잖아 솔직히 말해 약간 귀찮아 너만한 사람 없다는 거 알면서도 가끔씩은 너도 어쩜 둘 다 서로 귀찮을 때가 있는 건 왜 일까 마치 제 3자의 입장인 것 처럼 너를 다시 보게 돼 뜯어 보게 돼 이러면 안돼 하면서도 또 꼬투리를 찾게 돼 잡게 돼 내가 몰랐던 널 알게 돼 이젠 단점만이 아주 많이 보여서 괴로워 정떨어져 그래서 헤어져 우린 못헤어져 뭘 어쩌겠어 어쩌겠어 어쩌겠어 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이는 나 역시도 없지 나 그대에게 모두 드리리 사람 살아간다는게 원래 웃기지 미운 정이 깊이 남는 맘이지 난 있지 너 없이 나 역시도 없지 세월이 가도 움직이지 않는 애틋함으로 싫증이 나도 코끝 빨개오는 따뜻함으로 나의 연인이여
2003	Real Love	랩/힙합	영화같은 우리의 만남 그 운명 같은 만남 햇살속에 천사로 착각했던 널 사랑한 순간 내 연인이 될 꺼라고 생각도 못한 만큼 너의 사랑 받았던 그 날 내 기쁨도 큰 나만의 여자가 되었던 어느 새 일년이 지나 행복했던 기억들 추억 속에 묻힌 시간 널 지켜보았던 오래되진 않았지만 후회한 적 없고 내 전부 너 하나만 내 손을 잡아줬던 내 품에 네가 안겼던 슬픈 얼굴로 내 앞에서 눈물 흘렸던 그 모든 기억들은 나에게 남아있어 Yo 어떤 보석 보다도 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 나쁜 기억들 좋은 추억들 모든 커플처럼 겪어 보는 하루의 일들 아무리 싸워 봐도 아무리 싫어져도 We know that 서로의 마음은 떠나지 않는다고 하지만 좋은 얘기들만은 이제 그만 나도 가끔은 듣고 싶어 너도 미남 네 옆에 있다고 너만 바라본다고 사랑한다고 잊지마 나도 널 떠나갈 수 있다고 Britney 못지 않은 춤 실력 네 목소리를 매일 들어도 난 안 질려 네가 윙크 해줄 때 내 마음은 움직여 이 모든 네 매력 널 사랑해 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I'll never part 완벽한 조건을 가진 넌 Don't make me stop Yo 넌 내 여자고 You off the chart 내겐 동화 속의 공주 같은 그 미모 You got my heart 그 미모를 닮은 마음 역시도 I'll never part 완벽한 조건을 가진 넌 Don't make me stop Yo 넌 내 여자고 You off the chart 널 얼만큼 믿냐고 내게 묻는다면 그건 의미 없는 질문 어떤 누구든 이런 나에게 물어봐도 내겐 오직 너 하나뿐 나에겐 오직 너 하나뿐 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란 건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 모든 걸 주겠다 내 삶보다 더 아껴주겠다 옆에 있으면 부족한게 없다 단 하나 끝까지 이해해주고 오직 내 편만 돼주고 미래의 Bride가 돼달라고 부탁한다 우리는 평생 같이 할 수 있다는 자신 No 배신 영원히 Baby cause you are my queen  l mean I'm gonna love girl until the end of time My girl my wife Baby forever be mine 널 사랑해 처음 본 순간 너 하나만 널 사랑해 평생 영원토록 함께 할 네가 없는 시간이란건 내게 빛이 없는 세상인 거야 널 사랑해 헤어질 수 없는 너와 나 널 사랑해 떠나지 않을 너의 남자니까 우리는 항상 서로 곁에서 있어야만 해 널 사랑해 널 사랑해 널 사랑해 널 사랑해
2003	Outsider	랩/힙합	지겨운 이 세상을 나는 살아가지 따가운 시선들이 나를 언제나 괴롭게 해도 또 다른 세상을 내일에 찾으려 무거운 하루하루가 날 스쳐갈 때 힘겨운 시간 속에서도 나는 널 기억해 또 다른 세상 속에 나의 모습을 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 굳어진 자신만의 그런 관점으로 무뎌진 자신만의 그런 생각으로 모든것을 세상의 모든것을 판단하지마 다른게 결코 최악이 될 수는 없어 같은게 언제나 정답이 될 수는 없듯이 나는 나의 길을 걸어가고 있어 모두 아니라 해도 나는 그것을 믿으려 할 뿐야 모두 모른다 해도 나는 또 다른 답을 찾아 나설꺼야 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아 스스로 다시 바라봐 전부가 완벽한건지 모두 똑같은 생각이 이 세상을 만들진 않아 스스로 다시 바라봐 얼마나 행복한건지 모두 똑같은 세상이 나에게는 기쁘지 않아
2006	Hold The Line	랩/힙합	nu music for summer 2 double O 6  most wanted writers  both industry , in the street listener  listen up  its B.E.G, cho pd on a new hit  I.S bebe  wit 조pd we want it all bebe  첨에는 여자는 여자답게  남자라면 리드해 남자답게  삼팔선을 긋는 건  여자들의 선택 넘 어려워    선은 넘어 가라고 그어졌고  룰은 깨어지기 위해 만들어졌어  그걸 가르쳐야 아니  밀고 넘어지는 줄다리기  걱정 마 아무나 못 넘봐  십 분만 주면 바람 피우는  저 여잔 거리가 멀거든  i think i love you  u must love me babe  너무 오래 끌면 졸릴지 몰라  너무 빠르면 나 놀랄지 몰라  진정 날 아낀다면  그 맘을 담아 내게 보여줘  너무 오래 끌면 졸릴지 몰라  차라리 좀 빠른게 더 낫겠어  진정 사랑 한다면  그 사랑을 모두 다 쏟아줘  그녀는 얄미운 나비 검은 고양이  진도 좀 나가려면  그녀는 나의 바비 난 고추 잠자리  너와 나 단 둘이서  그러나 장담 못해 오 난 못해  실패하면 그냥 장난 ok?  이건 도박 그 시작과 끝이 넘 불분명해  칼을 빼면 무라도 썰어야지  남자답다는게 사실 뭐가 별거니  벽에 부딪히면  물러서는 것이 남자다운 거니  선은 넘어가라고 그어졌고  룰은 깨어지기 위해 존재해  꼭 가르쳐야 아니  밀고 넘어지는 줄다리기  걱정마 아무나 못 넘봐  십 분만 주면 바람 피우는  저 여잔 거리가 멀거든  i think i love you  u must love me babe  너무 오래 끌면 졸릴지 몰라  너무 빠르면 난 놀랄지 몰라  진정 날 아낀다면  그 맘을 담아 내게 보여줘  너무 오래 끌면 졸릴지 몰라  차라리 좀 빠른 게 더 낫겠어  진정 사랑 한다면  그 사랑을 모두 다 쏟아줘  너무 오래 끌면 졸릴지 몰라  너무 빠르면 나 놀랄지 몰라  진정 날 아낀다면  그 맘을 담아 내게 보여줘  너무 오래 끌면 졸릴지 몰라  차라리 좀 빠른 게 더 낫겠어  진정 사랑 한다면  그 사랑을 모두 다 쏟아줘  I want you 알아 늑대들의 맘  I need you 그건 늑대들의 말  I love you 그런 입에 발린 말들은  너무 쉽게 보는 거야 여자들의 맘  I want you 알아 늑대들의 맘  I need you 그건 늑대들의 말  I love you 그런 입에 발린 말들은  너무 쉽게 보는 거야 여자들의 맘  너무 쉽게 보는 거야 여자들의 맘  너무 쉽게 보는 거야 여자들의 맘  날 얻기를 원한다면 좀 더 보여줘
2006	Intro (Put Your Hands Up)	랩/힙합	oh yes oh yes oh right I'm BigBang the Big Boy what's up bro R U ready or not we ready fo'sho can U fellin it uh put your hands up clap your hand up wut put your hands up clap your hand up ye put your hands up clap your hand up oh yeah I'm ready let's do it ladies & gentlemen what's up boys & girls 많이 기다렸어 드디어 coming it's show 이것은 첫 단추요 처음으로 여는 문이요 지금까지 준비한 꿈 ye gotta you know know 비슷한 비슷한 음악은 no yes it's the it's the new style this is style fiesta fiesta party 시작 가만히 있겠단 생각은 버려 내가 온 이상 oh 나인 상관 없어 어린애부터 어른까지 hippy to the hoppa 하루종일 ladi dali who's the man with the Y G representer who's the best that's we ho 우리가 누군지 알면 say ho ho 시작됐어 우리들만의 show ho we together now can't stop ones again go BigBang just don't stop ho 소리질러봐 더 크게 let's loud ho get the jumpin higher oh we together now can't stop one more time say wut just don't stop
2006	We Belong Together	랩/힙합	내 눈을 봐요 oh  그대만을 믿어볼래요  매일 혼자서 울기만 하네요  너무나 고마운걸요  oh baby baby  날 안아줘요  이대로 영원히 함께해요  지친 그대 내게 기대도 되요  언제나 그댈 사랑할래요 baby  uh uh hey baby girl  what's up  오늘도 눈부신 나의 그녀가  내게로 다가와  uh 저기보여 say hi  my sweet lover  난 아직도 부끄러워  널 보면 너무나도 떨려  이런 날 안아줘  cuz i'm fla fla ye  fly to the sky  우리 만나지 못했더라면  uh 나 어땠을까  넌 내가 사는 이유  너 없인 안돼  i need you feel you  내 눈을 바라봐요 ma luv  oh baby baby  내게만 속삭여줘  달콤한 네 그 입술로  내 곁에서만 살아줘  같이 흘렸던 그 눈물로  하늘 보며 맹세했잖아  우리 영원하기로 맨날 기도해  날 믿어 ye 널 사랑해  내 눈을 봐요  oh 그대만을 믿어볼래요  매일 혼자서 울기만 하네요  너무나 고마운걸요  oh baby baby  날 안아줘요  이대로 영원히 함께해요  지친 그대 내게 기대도 되요  언제나 그댈 사랑할래요  hey hey hey hey  잠깐 stop plz  그대는 내게는 하나뿐인  눈부신 영혼을 나눈  나만의 신부님  누가 뭐라 해도 너와 내 사인  못 끌 큰 불씨  이 세상 가장  most in credible  매일 홀로 되묻지  단 둘이 외로이  삶을 살아간대도  나 지치고 지쳐서  너와 나 떨어진대도  세상에 미로에 갇혀버린  날 위로해준 그댄 내 hero  너를 만난뒤  내 삶은 like drama  uh 널 향한 내 맘은  산과 나무들 보단 더 넓고  더 푸른 like 바다 같다오  파도는 바다도 너와 날 질투해  치는 바람과의 다툼  영원히 me & you  우리 사랑은 현재진행중  내 눈을 봐요  oh 그대만을 믿어볼래요  매일 혼자서 울기만 하네요  너무나 고마운걸요  oh baby baby  날 안아줘요 이대로  영원히 함께해요  지친 그대 내게 기대도 되요  언제나 그댈 사랑할래요  그대여 내 손을 잡아요  나를 믿어요  우리 함께니  걱정할것 전혀 없어요  그대여 날 바라봐요  주저말고 내게 기대요  나 그대 생각에  오늘도 항상 설레요  부푼 가슴을 안고  그대 찾아갈래요  그대여 우리 영원히    oh baby baby  날 떠나지 마요  그대없인 나도 없는걸  넌 알잖아요  oh baby baby  내 손 놓지마요  날 울리지마  이대로 영원히 내 사랑아  oh baby baby  시간이 지나도  우리 예전 같지않아  u know 날 알잖아요  oh baby baby  여기 있잖아요  내게 안겨 기대줘  날 믿어줘 내 사랑아
2006	This Love	랩/힙합	this love yeah yeah yeah  this loving in dugging dison  oh I'm tray falling dislike  yeah yeah yeah  this is song for young  오늘은 다른 날 보다도  괜히 더 슬퍼지네  니가 보고싶다고  이제는 이런 말도  할 수가 없이 되버린걸  그저 옆에서 지켜볼 수 조차도 없어  정말 끝인걸  아무리 봐도 바보같았어  헛된 기대만 부풀려  착각만했어  그래 넌 남자친구가 있는데  나는 그걸 아는데  왜 그랬는지 그럴수록 니가 좋아져  친구들이 나보고 병신이래  걔가 뭐가 그리 잘났냐고 정신차리래  가지고 논거래  상관없어 아무렴 어때  이렇게라도 널 볼수만 있다면  난 그걸로 족해  this love 다신 사랑따윈  하지않아 너무나 야윈  내 모습을 바라보니  왜 이리 바보같은지  this love 이미 떠나버린  잡기에는 사라져버린  돌아오지도 않을 사람아  멀리멀리 날아가 저 구름뒤로  마음에도 없는 네 얘기  이것은 마치 like 하나 빼기 일  september 19th 너의 생일  홀로 남아  alone i'm a fallin luv shady  기억은 나니  네 집앞에서 밤이  다 가도록 널 기다린 내맘이 닳도록  장미 한다발 들고서  맘은 이미 들떴어  기대와는 달리 넌 안오고 비가 내렸어  그제서야 나는 맘을 정리해   누군가 있겠지 나를 위로해   그것도 모르고 널 당황케 했으니  또다시 나는 혼자가 됐으니  one luv  this love 다신 사랑따윈  하지않아 너무나 야윈  내모습을 바라보니  왜이리 바보같은지  this love 이미 떠나버린  잡기에는 사라져버린  돌아오지도 않을 사람아  멀리멀리 날아가 저 구름뒤로  마음에도 없는 네 얘기  이것은 마치 like 하나 빼기 일  september 19th 너의 생일  홀로 남아  alone i'm a fallin luv shady  나 어떻게 해야돼  너를 사랑하는게  죄진것만 같은데  지금 너무 많이 힘든데  너의 그 남자에게  찾아가 말해줄래  우리 이럼 안되잖아  now i'm crazy, wihtout you, for me  this love 이젠 잊혀버릴  시간속에 묻혀져버릴  기억속에 흔적조차  왜이리 가슴아픈지  this love 너무나도 여린  사랑이라 하기엔 어린  그 추억도 기억도 다  멀리멀리 날아가 저 구름뒤로  this love this love  this love this love  this love this love  this love this love  this love this love  this love this love  ooh ooh ooh ooh ooh ooh  ya ya ya ya ya ya  ooh ooh ooh ooh ooh ooh  hey J look at me  after your left it ain't the same  i'm not what i used to be  it hurts so much u know??  i need you girl  always all time this luv
2006	La La La	랩/힙합	Ah Ah Ah I like the real shit You You You You like the real shit Ah Ah Ah I like the real shit Me and macrew can only bust with the real shit We We We We like the real shit You You You You like the real shit All ma people like the real shit 그대와 내가 모여 하나 되는 시간 same style 같은 옷차림 틀에 박힌 꼭두각시 파티 비교조차 되긴 싫어  이제 시작하는 거야 새로운 시도 나이가 많건 적던 간에 나를 싫어해도 상관 안해 모두 하던 일을 멈추고 잠시라도 나와 즐겨요 la la la la  everybody get'em high 우리 음악에 널 녹여봐 and we won't stop movin movin la la la   everybody get'em high 너의 허리를 흔들어봐 and we won't stop movin movin movin 꺼진 마이크에 내뱉는 립싱크 아우성에 우쭐댄 눈빛  잠시 자리 좀 비켜줄래 이제 꿈 깨 여기 새로 시작하려는 우리 거짓들을 태워줄 불씨 뒤바뀌는 건 시간문제 온 몸이 근질거려왔던 시간 조금씩 조금씩 다가갈 거야 la la la la  everybody get'em high 우리 음악에 널 녹여봐 and we won't stop movin movin la la la   everybody get'em high 너의 엉덩일 흔들어봐 and we won't stop movin movin movin I say movin movin movin movin 한명도 빼지 말고 좌로 우로 movin 모든 걱정 고민들은 잠시 접어두길 심하게 굳어버린 너의 몸을 풀어줄게  do it do it do it 화려한 그들의 그 몸짓 보단 더 그루브한 자연스러움을 얻게돼  우린 big bang big bang up in here 목청이 터지도록 소리쳐봐 다 같이 저 멀리 질러봐 la la la la  everybody get'em high 우리 음악에 널 녹여봐 and we won't stop movin movin la la la   everybody get'em high 우린 제대로 놀아보자 and we won't stop movin movin movin everybody get'em high 우리 음악에 널 녹여봐 and we won't stop movin movin la la la   everybody get'em high 우린 제대로 놀아보자 and we won't stop movin movin movin  movin movin movin
2006	V.I.P	랩/힙합	ye ye ye ye welcome to the fantastic world  can yo feel that ah ~  예~예~예~예~ 환상의 나라에 오신 것을 환영합니다.  이 기분을 느낄 수 있나요?  ye ye ye ye whoo keep it real  예~예~예~예~ 누가 이것을 현실로 만들까요?    b.i.g big bang v.i.p 너도 이젠  be famous b.i.g big bang  커.다.란 빅뱅 브이아이피  유명하고 커.다.란 빅뱅이 되길  let's get it on boy we are V.I.P!  이제 우리 시작해! 우리는 브이아이피!  we are V.I.P we are V.I.P who's the V.I.P    우리는 브이아이피! 우리는 브이아이피! 누가 최고?    we are V.I.P we are V.I.P who's the V.I.P    우리는 브이아이피! 우리는 브이아이피! 누가 최고?    we are V.I.P we are V.I.P who's the V.I.P   우리는 브이아이피! 우리는 브이아이피! 누가 최고?    we are V.I.P rock the M.I.C who's the V.I.P   우리는 브이아이피! 마이크를 흔들어! 누가 최고?    it's like that ya'll put your hands up it's like that ya'll  이것이 모두 손을 들어올리게 하는 것처럼  이것이 바로 그것  say wut~~? bigbang is V.I.P  뭐라고 했지~~? 빅뱅이 최고
