년도	제목	장르	가사
2007	거짓말	랩/힙합	ye love is pain  to all my brokenhearted people  one's old a flame  scream my name  and i'm so sick of love songs  ye i hate damn love song  memento of ours  거짓말  늦은 밤 비가 내려와  널 데려와  젖은 기억 끝에 뒤척여 나  너 없이 잘 살 수 있다고  다짐 해봐도 어쩔 수 없다고  못하는 술도 마시고  속타는 맘 밤새 채워봐도  싫어 너 없는 하루는 길어 빌어  제발 잊게 해달라고  너 없는 내겐 웃음이 보이지 않아  눈물조차 고이지 않아  더는 살고 싶지 않아  엿같애 열받게  니 생각에 돌아버릴것 같애  보고 싶은데 볼 수가 없대   모두 끝났대   I'll be right there  i'm so sorry but i love you  다 거짓말 이야 몰랐어  이제야 알았어  네가 필요해  i'm so sorry but i love you  날카로운 말  홧김에 나도 모르게  널 떠나보냈지만  i'm so sorry but i love you  다 거짓말  i'm so sorry  but i love you  i'm so sorry but i love you  나를 떠나  천천히 잊어줄래  내가 아파할 수 있게  그댈 위해서 불러왔던  내 모든 걸 다 바친 노래  사람들은 모르겠죠  난 혼자 그 아무도 아무도 몰래  그래 내가 했던 말은 거짓말  홀로 남겨진 외톨이  그 속에 헤매는 내 꼴이   주머니 속에 꼬깃꼬깃  접어둔 이별을 향한 쪽지  넌 어딨나요 널 부르는 습관도  난 달라질래  이젠 다 웃어넘길게  i'm so sorry but i love you  다 거짓말 이야 몰랐어  이제야 알았어  네가 필요해  i'm so sorry but i love you  날카로운 말  홧김에 나도 모르게  널 떠나보냈지만  i'm so sorry but i love you  다 거짓말  i'm so sorry  but i love you  i'm so sorry but i love you  나를 떠나  천천히 잊어줄래  내가 아파할 수 있게  모든게 꿈이길  이것밖에 안되는 나라서  아직도 너를 못 잊어  아니 평생을 가도 죽어서까지도  내가 준 상처 아물었는지  미안해  아무것도 해준게 없는 나라서  i'm so sorry but i love you  다 거짓말 이야 몰랐어  이제야 알았어 네가 필요해  i'm so sorry but i love you  날카로운 말  홧김에 나도 모르게  널 떠나보냈지만  i'm so sorry but i love you  다 거짓말  i'm so sorry  but i love you  i'm so sorry but i love you  나를 떠나  천천히 잊어줄래  내가 아파할 수 있게
2007	없는 번호	랩/힙합	내게 돌아와줘 baby 오늘도 길을 헤매 난 뛰었어 니가 보고 싶어 죽도록 사랑한 게 죄인데 꽉 막힌 숨이 조이네 난 미쳤어 니가 그리워서 조각난 유리같이 끝이 난 우리 사이 나도 모르게 니 뺨을 쳤어 차디찬 니 웃음이 뜨거운 니 눈물이 마지막 인사처럼 느껴졌지 어디로 가는지 서둘러 가는 길 널 애타게 부르지만 아무 말 안하고 내가 미운 건지 정말 끝인 건지 너의 오랜 전화기가 없는 번호로 나와 내게 돌아와줘 baby 오늘도 길을 헤매 난 뛰었어 니가 보고 싶어 죽도록 사랑한 게 죄인데 꽉 막힌 숨이 조이네 난 미쳤어 니가 그리워서 입안에 가시같이 돋아난 잠 버릇이 오늘도 너를 부르고 있어 미안해 내가 많이 너무나 후회하니 돌아와 나의 품에 안겨주길 어디로 가는지 서둘러 가는길 널 애타게 부르지만 아무 말 안하고 내가 미운 건지 정말 끝인 건지 너에 오랜 그 미소가 이젠 보이지 않아 내게 돌아와줘 baby 오늘도 길을 헤매 난 뛰었어 니가 보고 싶어 죽도록 사랑한 게 죄인데 꽉 막힌 숨이 조이네 난 미쳤어 니가 그리워서 치밀었던 화 화수목금토 매일 같이 그대 사진 위에 눈물흘려 용서 받기 위해 매일 머리 굴려 다른 남자 보다 내가 뭐가 꿀려 목숨건 일이요 길이요 적어도 죽어도 포기못할 그대요 아직 내 맘 뜨거워 두려워 그리워 돌아와줘 이제 제발 네게로 i know i know 아마 너도 이런 날 용서 할 수 없단걸 알어 잡아도 돌릴 수가 없어 참아도 견딜 수가 없어 미쳤나봐 어제는 나 지쳤나봐 오늘은 나 그만하고 내게로 와 애뜻한 내 사랑을 허락해봐 어디로 가는지 서둘러 가는 길 널 애타게 부르지만 아무 말 안하고 내가 미운 건지 정말 끝인 건지 너의 오랜 전화기가 없는 번호로 나와 내게 돌아와줘 baby 오늘도 길을 헤매 난 뛰었어 니가 보고 싶어 죽도록 사랑한 게 죄인데 꽉 막힌 숨이 조이네 난 미쳤어 니가 그리워서
2007	Always	랩/힙합	그 첫날 너와 나  눈을 뗄 수가 없었지  세상이 멈춘 것 같이  사랑에 서툰 것 같이  어색한 표정조차 모든게  맘에 든 너에 곁에  친구가 되주길 바래  연인이 되주길 바래  내가 혹시라도  네 손 놓을까 봐 두려워 마  너를 바라보는 지금  이 순간도 소중해 난  That's why you  gotta know girl  그댈 향한 내 마음은 파래  하늘처럼 널 안고파  검은 비바람 불어도  이제는 걱정마 ohohoh  그댄 언제나 내 마음 안에  나의 모든걸 다 주고파  니가 힘들고 지칠때  꼭 안아줄께 ahahahahahahahah    가끔은 우리가  다투는 날도 있겠지  누구나 다 그렇듯이  아픔을 주고 받겠지  행복한 그 미소가  눈물에 얼룩져 사라질때  너무나 많은 일들이  우리를 가로 막겠지  내가 힘들다고 말한대도  그댄 두려워 마  너의 곁이라면  그 무엇도 견딜만해 난  That's why you gotta know  always girl ye  그댈 향한 내 마음은 파래  내게 와줘서 고마워  검은 비바람 불어도  이제는 걱정마 ohohoh  그댄 언제나 내 마음 안에  나의 모든걸 다 주고파  니가 힘들고 지칠때  꼭 안아줄께 ahahahahahahahah  baby I swear 하늘아래  우리 둘밖에 바늘과 실같애  밀고 당기고 아웅다웅해  믿고 아끼고 사랑 가운데  눈물을 닦아 줄께 빛나는  네 눈에 하얀 미소만 가득하게  go back way back  Yo 만남 헤어짐 이별  공식 너와 헤어질 시간 올지  누구도 몰라 하지만 난 달라  여느때와 같아 넌 나만따라와  뭔말이 그리 필요한지  둘의 사랑이면 충분하지  저 푸른 바다 뜨거운  햇살과 내품에 기댄 너  that's sweet  그댈 향한 내 마음은 파래  하늘처럼 널 안고파  검은 비바람 불어도  이제는 걱정마 ohohoh  그댄 언제나 내 마음 안에  나의 모든걸 다 주고파  니가 힘들고 지칠때  꼭 안아줄께 ahahahah
2007	Hot Issue (Intro)	랩/힙합	J A b boys & girls listen up  g d is get back  자 네 귀를 기울여  세상은 변화를 원하지  난 미래의 주역  인기 드라마 속 주연  mic 잡은 mc죠  비트 위에 내 몸을 적시죠  스무살 엘리뇨  네 맘을 훔치죠  figaro figaro  축배를 드시죠  today's special day Yo  나란 놈은 미치광이 완벽주의자  그게 니 매력  그래서 끌릴까  지나친 행동은 악영향을 미친다  hey 내 사전에 실패란 없어  랩 to the song and dancing  beatbox fashion styling 까지  bigbang leader  부르 짖어  잘난 맛에 사는 게 낙  so wut you wanna do hot 이슈  내가 뭘 하건 어딜 가건  모든 게 hot 이슈  누굴 만나건 특종 사건  um hot 이슈  내가 뭘 입던 무슨 말 하던  모든 게 hot 이슈  anywhere anytime focus me  바로 내가  hot hot hot hot 이슈
2007	But I Love U (Sampling By Rhu Of Redd Holt Unlimited)	랩/힙합	왜 그랬을까 왜 그랬을까  사랑 웃기지말라 그래  Yeah 쓰디 쓴 술과 and i  너 땜에 끊었던 담배  다시 너 땜에 물고  goes out to you  말 한 마디 없이 떠나간 그대여  지금 이 노래 들리시나요  니가 없이 맞는 외로운 아침  그대 떠난 후 내 맘 속 지도의  나침판은 길을 잃었어  내 삶을 다 망친  아무 준비도 못한 내게서  멀리 도망친 나의 비너스  널 미워하려고  난 신께 빌었어 너무 억울해서  내 자신이 너무나 한심해서  내 말투 행동 걸음걸이 하나까지  도배된 널 닮은  습관들이 날 괴롭혀  잊지 않아 어떻게 잊을까  나 내 모든 추억의  첫 페이지에 네가 있잖아  생일 바닷가 깊은 사랑에  절벽 넘어 첫 실연의 아픔  을 내게 준 첫번째 여자잖아  나 미친척 해  슬퍼도 웃어볼래  텅 빈 네 맘 바라지 않아  we just too late  uh 네 거라며  네 맘대로할 거라며  이게 네 사랑방식  애초에 시작을 말았더라면  oh 너와 한 시간은  너무나 힘들었어  맨날 전화기만 붙들고  나는 널 기다렸는데  항상 넌 아무런 잘못하나 없어  미안하다고 말하고서  나를 피하고 그대론 가버렸어  but i love you girl  네가 있어줬으면 싶어  but i love you girl  네가 잡아줬으면 싶어  but i love you girl  말하지 않아도  서툰 내 맘  제발 놓지 말아줘요 my girl  내 눈엔 그저 예쁘기만 해  너무 빠지지는 말란  친구의 말에  일단 화부터 내  그 애는 다르다고  누구보다 착하고  순수한 그런 아이라고  uh 사 아니 정말로 좋아해  널 우린 변치 말자  행복하게 해줄게 넌  내 곁에 머물러  시간이 더 흘러  1 2년 지나고 나면  more better than this year  힘들어 지쳐보여  네 목소리가 기댈 곳이 필요해  기대 제발  나 안 보여  왜 너 혼자 쓰러져 고갤 저어  가슴이 찢어지고 무너져  우리 처음 만났을땐 좋았는데  서로 보고만 있어도 행복했는데  사실 아직도 난 그래  근데 왜 너는 안 그래  요즘 널 보면 예전 그 느낌이  네겐 없는데  너와 한 추억은  너무나 고달팠어  물론 내 잘못이겠지  이렇게 위로하겠지  세월이 가면 이 기억도  연기처럼 저 멀리 날아가  새 사랑이 내게도 찾아올런지  but but but i love you girl  너를 웃게 해주고 싶어  but i love you girl  네 눈물 닦아주고 싶어  but i love you girl  nothing anymore  떠난 그대 맘  되돌릴 수 없는 걸  i know girl  마지막 그대 얼굴 보고 싶어서  전화해 끝까지  아무 대답없는 너지만  oh 왜 나를 피하는지  내게 말해줘요  girl 아직도 난 제자리에요  but but but i love you girl  네가 있어줬으면 싶어  but but but i love you girl  네가 잡아줬으면 싶어  but i love you girl  말하지 않아도 서툰 내 맘  제발 놓지말아 줘요  but but but i love you girl  너를 웃게 해주고 싶어  but i love you girl  네 눈물 닦아주고 싶어  but i love you girl  nothing anymore  떠난 그대 맘  되돌릴 수 없는 걸  i know girl
2007	I Don`t Understand	랩/힙합	온종일 나 왜 너의 얼굴만  떠오를까 아직도 난 너를  잊지못해 또 눈물만  상처뿐인 기억에  널 찾고 있지 난  모르겠어 말을 해줘 나를  떠난 이율 이렇게라도  널 붙잡고 싶었던 날 안아줘  돌아와줘 내게로  i don't understand girl  내 눈을 보면서  그 슬픈 눈으로 내게  사랑한다 말했던  모두 거짓이 였니  나는 기억해 널  내 손을 놓으면서  점점 멀어져간  나의 기억마저도  모두 지워버렸니  기억이나 마지막 미소가  이 시간을 멈출 수 있다면  난 달려가 너를 안아  그댈 위해 모든지  다할 수 있어 난  오늘도 많이 보고 싶다고  단 한번만 널 안고 싶다고  난 내일도 모레도  눈물뿐인 채로 살아갈텐데 baby  이제 그만해  아플만큼 아팠어 힘들어 나  정말 미안해  참을만큼 참았어 흔들려 나  속으로 백번이고 천번이고  너를 불러봐도  되 돌리기엔  너무 멀어져 버린 그대  비가 오길래 조용히  그 길을 그냥 걸었죠 혹시  그대를 만날까봐서요  기다림은 시간이야 그랬는데  어떻게 해봐도 아프기 때문에  돌아갈래 너에 품에 그대  아니면 안되는데 too late  i don't understand girl  내 눈을 보면서  그 슬픈 눈으로 내게  사랑한다 말했던  모두 거짓이 였니  나는 기억해 널  내 손을 놓으면서  점점 멀어져간  나의 기억마저도  모두 지워버렸니    니가 보고 싶었어  오늘도 울고 싶었어  돌아오라 빌고서  너무 지쳤어  i don't understand girl  내 눈을 보면서  그 슬픈 눈으로 내게  사랑한다 말했던  모두 거짓이 였니  나는 기억해 널  내 손을 놓으면서  나의 기억마저도  모두 지워버렸니
2007	바보	랩/힙합	yeah love is break it   i know girl   you know my situation   right time but i can't   say goodbye   girl saying that   I love you don't cha   가 가 가지마요 날   두 두 두고 떠나지 마   자 자신없어요 나   내 두두두두두   눈을 속이지마   가 가 가지마요 날   두 두 두고 떠나지 마   아 아 아직까지 난   바바바바보 같이   널 기다린다   시들어져 버린 장미 꽃 한 송이   그대만의 향긴 아직도   지우고 싶어도 지울 수 없어   아련한 추억 들고 떠나가는가   너의 모든 것을 사랑했는데   왜 서로 다른 길을   가려하는 건데   솔직하지 그랬어   감싸주지 그랬어   너 밖에 모르던   날 안아주지 그랬어 이 바보야   사랑을 아직도 난 모르겠어   왜 자꾸만 내게서   멀어져만 가는가   바보 같이 그대 집 문 앞에서   아파해 뒤돌아서   슬픈 내 뒷 모습만   아직도 풀리지 않은 오해들   그 속에 헤매이는   너를 향한 그리움   보고싶어 이렇게라도 나마   그대 가슴에 살아   숨쉬고 싶을 뿐   사랑한다 안 한다   사랑한다 안 한다   돌아온다 안 온다 그립다   가 가 가지마요 날   두 두 두고 떠나지 마   자 자신없어요 나   내 두 두 두 눈을 속이지 마   가 가 가 지마요 날   두 두 두고 떠나지 마   아 아 아직까지 난   바 바 바 바보 같이 널 기다린다   밤새도록 울어봤어   대답없는 너 불러 봤어   세상을 피해 숨어봤어   니가 떠난 순간 나 죽어갔어   그래도 달라진 건   하나도 없더라   점점 더 깊어진 병   나만 아프더라   이별 지겹더라   사랑 지치더라 이 바보야   사랑을 아직도 난 모르겠어   왜 자꾸만 내게서   멀어져만 가는가   바보 같이 그대 집 문 앞에서   아파해 뒤돌아서   슬픈 내 뒷 모습만   아직도 풀리지 않은 오해들   그 속에 헤매이는   너를 향한 그리움   보고싶어 이렇게라도 나마   그대 가슴에 살아   숨쉬고 싶을 뿐   홀로 쓸쓸히 남아있지만   내 안의 그대의 추억이   날 붙잡고   마지막 잎새여 떨어지지 마   내 손을 잡아요   네가 준 편지와 사진   모두 가져가   버리고 버려도   안에선 지워지지 않아    혹시나 하는 마음에   오늘도 밤을 샌다   이 작은 희망   난 놓치 못할까   아직도 풀리지 않은 오해들   그 속에 헤매이는   너를 향한 그리움   보고싶어 이렇게라도 나마   그대 가슴에 살아   숨쉬고 싶을 뿐   oh oh oh oh oh oh   oh oh oh oh oh oh   oh oh oh   멀어져만 가는가  oh oh oh oh oh oh   oh oh oh oh oh oh   oh oh oh 슬픈 내 뒷모습만
2007	Crazy Dog (Sampling By 환상 속의 그대 Of Taijiboys)	랩/힙합	let's do it again uh  let's do it again uh i said  let's do it again uh bigbang  let's do it again  let's do it again like  몸을 맡겨요  분위길 바꿔요  좌우로 흔들어  너의 엉덩이를 흔들어  우리는 crazy dog  everybody in the place go  everybody in the place go  Everybody in the place go  hey hey girl what you  want for me ma  새로운 세계로 come ma  맛보지 못한 특별한 맛  널 위해 준비했으니  기다리고 기다리던  우리 둘만의 시간  아무말 마 일단 발을 들여 놔  들어올땐 니 맘 나갈땐 내 맘  눈을 감아  네 머릿속에 휴식을 줄테니  이 밤은 너무 길어so get down  외로운 사람 모두 내게로 와  리듬에 몸을 실어  함께 달려 보세  자 성큼성큼 다가와  hands up go hands up go  hands up let's go let's go  rock ya'll we go this party  hands up go hands up go  hands up let me say oh oh oh  hey hey 더 완벽해  비밀은 지킬래  그녀와의 something  난 빛을 가리는 커텐  어둠을 즐길테니 bang'em  내가 누군진 알테고  달콤한 음색과 외모  오늘은 그대만의 hero  넌 알겠니  it's the hot in here  밤새 구름위를 달려보자  올라타 oh ma god i'm so hot  난 좋아 이 젊음  다 태워 볼란다 hey  황홀한 밤을 원해요 hey  간절히 너를 원해요 hey  들리니 내 심장이  두근거림을 blah blah blah  이 밤은 너무 길어so get down  외로운 사람 모두 내게로 와  리듬에 몸을 실어  함께 달려 보세  자 성큼성큼 다가와  hands up go hands up go  hands up let's go let's go  rock ya'll we go this party  hands up go hands up go  hands up let me say oh oh oh  몸을 맡겨요  분위길 바꿔요  좌우로 흔들어  너의 엉덩이를 흔들어  우리는 crazy dog  everybody in the place go  everybody in the place go  Everybody in the place go  now movin yo movin just movin  b to the i to the g bang bang  everybody dance now  젊은이여 이 넓은 세상위로  이상을 펼쳐라 뜨거운 피로  당겨 맡겨 쉬지 않고 달려  못 말려 더 높이 볼륨을 키워  c'mon c'mon 벌써 멈추긴  아직 일러 목청이 터져라  크게 소리 질러  yoyoyo put your hands up high  big bang in da house  이 밤은 너무 길어so get down  외로운 사람 모두 내게로 와  리듬에 몸을 실어  함께 달려 보세  자 성큼성큼 다가와  hands up go hands up go  hands up let's go let's go  rock ya'll we go this party  hands up go hands up go  hands up let me say oh oh oh
2007	마지막 인사	랩/힙합	yes  bigbang is back  most definitely  hey move  b to the i to g bang bang  b to the i to g bang bang  b to the i to g bang bang  about love  i don't wanna be with  out you girl  마지막 인사는 접어두길 바래  오늘 단 하루만큼은  i don't wanna be with  out you girl 내 서툰 마음  까지 안고 가줘  i love you i need you girl  baby baby baby  조금 어색하지만 서로  baby baby baby  아직 사랑하고 있는데  baby baby baby  두렵기는 하지만서도  끝이 보이지만  난 그래도 only you girl  상처만 가득히  모질게 날 대하던 너  어르고 달래 또  반복돼 널 피하던 나   어디서부터  어긋났을까 기나긴 고민  해답없는 문제속에 헤매여 난   미로 미로 속에 갇힌  길 잃은 방랑자  마냥 이도저도 못해 난 마냥  기다리기만 할 뿐  사뿐 사뿐히 내게  다가와주길 girl  우리 처음 만난 때 처럼  풋풋하던 그때 처럼  이런 이런 이런 저런 저런 저런  너와 내 사이의 끈  절대 놓지 말어  i don't wanna be with  out you girl  마지막 인사는 접어두길 바래  오늘 단 하루만큼은  i don't wanna be with  out you girl 내 서툰 마음  까지 안고 가줘  i love you i need you girl  baby baby baby  조금 어색하지만 서로  baby baby baby  아직 사랑하고 있는데  baby baby baby  두렵기는 하지만서도  끝이 보이지만  난 그래도 only you girl  아무런 말 없이 떠나 연락없고  아무 말 않고  그러다 어느날 갑자기 나타나고  무슨 일 있었냔 듯  날 갖고 노는 건지  이게 사랑이 맞는 건지  하루에도 열두번 더 헷갈리고  about love  한 두번 갖고 놀던 장난감  넌 뭘 원했냐고 되물어봤어  달콤함은 아주 잠깐  우린 너무쉽게 녹아버린 솜사탕  지친 가슴 이젠 나도  막지 못 할 것만 같아  어서 날 잡아줘 떠나가기 전에  i don't wanna be with  out you girl  마지막 인사는 접어두길 바래  오늘 단 하루만큼은  i don't wanna be with  out you girl 내 서툰 마음  까지 안고 가줘  i love you i need you girl  baby baby baby  조금 어색하지만 서로  baby baby baby  아직 사랑하고 있는데  baby baby baby  두렵기는 하지만서도  끝이 보이지만  난 그래도 only you girl  여전히 널 사랑하지만  내게는 너무나 소중하지만 ye  누구도 네 자릴  메꿀 수 없는걸 i know  you know그냥 조용히 날 안아줘  i don't wanna be with  out you girl  마지막 인사는 접어두길 바래  오늘 단 하루만큼은  i don't wanna be with  out you girl 내 서툰 마음  까지 안고 가줘  i love you i need you girl  baby baby baby  조금 어색하지만 서로  baby baby baby  아직 사랑하고 있는데  baby baby baby  두렵기는 하지만서도  끝이 보이지만  난 그래도 only you girl  b to the i to g bang bang  b to the i to g bang bang  b to the i to g bang bang  come on come on come on  b to the i to g bang bang  b to the i to g bang bang  끝이 보이지만  난 그래도 only you girl  about love
2008	Vip (Intro)	랩/힙합	ye wow ye wow ye wow ye big bang the big the big bang V I P that's the with stand be famous big big bang let's get it on boy we are V I P we are V I P GD is V I P SOL is V I P TOP is V I P D LITE is V I P VI is V I P Who's the V I P Big bang is V I P
2008	Bigbang	랩/힙합	B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get'cha funkdafied    c'mon everybody  let's all get down  it's the t o p  i be the baddest around 'n  suckas don't wanna  come test my poundin  i see'em holin' they  chest fall on the ground 'n  drownin'  see they weren't original  i got it like  that and everybody know  that when i rock the mic  my super duper flows  come hittin' left to right  whatever way it goes it's Woh  freezin yall like zero below  i be'zin total control  fa sheez more than you know  i hits that 1 2 3 and 4  best believe it's comin'  straight outta seoul  they sayin this 'n  that so pitiful  i bring a fist and a  smack that's  real lethal and i no  you be runnin  for your dear life man  how ya like me now i'm  livin real tight man  don'chu wish you had the  honeys like mine man  i saw you peepin steady  creepin it was triflin  i grab the mic 'n  and now you frighten  gd gon' get it till the  day there aint no life 'n  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get'cha funkdafied  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get this  party started right  yo my baby she told me  that i was her one and only  she's no phony she's my roni  and she would always like to  ride my pony  are you all in love  that's right no balony  are you pushin up  that's right no balony  word homie she's all for me  that's how we kick it  that's the end of story  my baby told me it  gets real tonight  'n i'm so excited gonna  do it right  what i wanna do  what i'm gonna do  aint no thang to my game  we'll be doin the do  it's just me and my baby  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get'cha funkdafied  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get this  party started right    yo we got'em on throw  putin' they hands up  in the air and sayin ho  fillin the club  back to back like  oh my god oh my oh  these honeys lookin flya than  i ever did know  they all know  the big to the bang do they  thang it's all pro  and everythang aint a  thang we rock yo  so just let it go  and get into our swang baby  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get'cha funkdafied  B to the I to the G  B to the A N G let's do it  so get them hands up high  we gon' get this  party started right
2008	How Gee (하우지)	랩/힙합	one for the money  two for the show  we got the party  peolple screamin' out  hey ho hey Yo  let's go  on and on into the breaka dawn  i got a mic and i  just can't leave it alone  i be the t o p aiite  i represent the big bang  big thangs feel me i  bring'em like  down and dirty you heard me  it's straight whoa  people gotta have it they  really won't let go huh  yo i got it full control  indeed i'm ridin' high no  need to lay low  i'm psyked i'm rippin the show  rap tight like kick in the doe  that's right baby zero below  you know the gd got ya  city throwin'em up it's oh so  ficky ficky fresh  i give you nuttin' less  and if you aint known by  now i be the best  ladi dadi we  came to party yes yes  and while ya freakin' ya  shawty let's just  ah big gon raise the roof yall  so you know what to do yall  just keep on rockin'em  ah big gon raise the roof yall  just keep on rockin'em  damn yo'm killin' the flow  got it pack wall to wall  doe to doe that's  quite incredible i know  and everybody in the  place be tipsy amazin' what  this be we blazin' it crispy  ya honey wanna get down  with this i make her bounce  to this every ounce of this i  shit'chu not and it's the  shit'chu not you know  i hits the spot  i wear my sunglasses at night  still 20 20  suckas walkin' around  talkin' all' at balony  damn homie you phony  be on about'cha biz what it is  you aint got nuttin' for me  been an mc since my first sony  rock many and plent they wanna  know mei'm 50 karots you a  cubic zakoni fall back  let my people react  we in the zone yeah  ah big gon raise the roof yall  so you know what to do yall  just keep on rockin'em  ah big gon raise the roof yall  just keep on rockin'em  all yall get'cha hands up  clap now  we gonna shake and tear the  house down  i know you wanna do this  right now  you gotta get up  and move it to the sound  love the way the kick drum  plays now  i feel it in my heart  that's it now  i think i'm gonna  count it off now  fire in the hole it's a  new load'm killin'em slow  make'em learn about the t o p  and how the story go  it's not nice not pretty  ya hear a crack  when i'm full contact i'm  crushin' down many  straight comin' from the back  shootin' henny  people be gettin' wild  just kickin' and rippin'em out  you know it's what it's all  about when you move a crowd  just raise the roof now  ah big gon raise the roof yall  so you know what to do yall  just keep on rockin'em  ah big gon raise the roof yall  just keep on rockin'em  just keep on rockin'em  ah big gon raise the roof yall  so you know what to do yall  just keep on rockin'em  ah big gon raise the roof yall  just keep on rockin'em
2008	So Beautiful (없는 번호)	랩/힙합	i've been searchin'  for my baby  the one to come and save me  and this you know  she is so beautiful  aint never  act stuck up or shady  one hundred percent all lady  and this you know  she is so beautiful yo yo  baby are you all for me  baby my heart is need  of a love wanting  to cherish the soul  everyday thinkin' so deep  everynight turnin' in heat  it is why all this here is  happening to me  all the love i can give  all the days we can live  always and forever now  always and forever  all the love i can give  all the days we can live  always and forever now  always and forever now  i've been searchin'  for my baby  the one to come and save me  and this you know  she is so beautiful  aint never  act stuck up or shady  one hundred percent all lady  and this you know  she is so beautiful yo yo  baby now you hold the key  to my heart baby you see  i don't want no uh  the let it be known  it's how it always will be  this love will set us free  and i can't believe this is  happening to me  all the love i can give  all the days we can live  always and forever now  always and forever  all the love i can give  all the days we can live  always and forever now  always and forever now  i've been searchin'  for my baby  the one to come and save me  and this you know  she is so beautiful  aint never  act stuck up or shady  one hundred percent all lady  and this you know  she is so beautiful yo yo  hit'em witha high  hit'em witha low  hit'em witha every wicha way  that it may go yo  baby got the beauty stayin'  or to go yo  when she shake her buty get up  out the way yo  i'm oh so serio really doe  silly bro neva know  see it in a video  t o p got crazy doe  blazin flow  phase me no  they be never  hearin' what i'm sayin' doe  i know i know G got the glow  straight up phenomenon  why becuz i said so  shock the world  when GD put the let go  rock the girls and let'em  hear the real flows  bangin' and i'm ringin'em high  that's the shit  straight flamin'  and i'm blazin'em right  the real shit  aint no fakin' we be  makin'it tight  now's the time  to get up baby  shake it all night  all the love i can give  all the days we can live  always and forever now  always and forever  all the love i can give  all the days we can live  always and forever now  always and forever now  i've been searchin'  for my baby  the one to come and save me  and this you know  she is so beautiful  aint never  act stuck up or shady  one hundred percent all lady  and this you know  she is so beautiful
2008	La La La	랩/힙합	i i i i like the real shit  you you you  you like the real shit  i i i i like the real shit  me and my crew can only  bust with the real shit  we we we we like the real shit  you you you  you like the real shit  all my peeps they  like the real shit  me and my crew can only  bust with the real shit  rock many styles  and never foulin'  all together we are  one no doubt and  if your feelin uncomfortable  you can exit  where you entered baby  that's for sure  so many wild so many browsin'  there's no better baby  that's no doubt and  if you wanna come and  rock a show  you can meet me  in the center yo  la la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' movin'  closely  baby was doin her thang to me  and i was feelin'  really quite lovely  i can't let anyone  get in the way  she told me  i was all the man she  ever needs  no one gonna take her love  from me  and i believed everything  that she said  she told me  everything was gonna be fine  now i'm here and damn near  bout to lose my mind  la la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' movin'  said move it move it  move it movie it  we got it going on and  we aint gotta prove it  all you gotta do is  get on up and hop into it  the T O P is rockin' never  stoppin' always down to do it  do it do it  i know wanna just  move it around  give it a pound  now tell me what' cha  gonna do with it  we be's the big bang big bang  up in here  she told me  everything was gonna be fine  now i'm here yes i'm here  tell me why  la la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' movin'  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' la la la  everybody get'em high  it's the big to the bang  that's why  and we won't stop  movin' movin' movin'  movin' movin' movin'
2008	Always	랩/힙합	that first time we layed eyes  lookin' over 'n over again  talkin' no matter how late 'n  laffin' away and away 'n  was so on a natural high  felt like you always  been my best friend  so happy everyday 'n  nothin' can tear us away 'n  you always had a glow  on your face so  you had to be mine  yeah yeah yeah  everyplace we would go  holding hands yo  i knew you were mine  that's why you gotta know girl  always you should  know you're my honey  always you are on my mind  always you can call on me  any 'o day or night oh yeah  no way i be shady or frontin'  no way that ait even my style  what i'm sayin is always  and forever be you and i    for the first time in my life  feelin' all the  love deep within  aint never felt so amazin  hits me in so many ways 'n  for sure i would never get by  i need you by my side  thick 'n thin  you lovin' me is like heaven  don't wanna let you go never  you always had a glow  on your face so  you had to be mine  yeah yeah yeah  everyplace we would go  holding hands yo  i knew you were mine  that's why you gotta know  always girl  always you should  know you're my honey  always you are on my mind  always you can call on me  any 'o day or night oh yeah  no way i be shady or frontin'  no way that ait even my style  what i'm sayin is always  and forever be you and i  baby always  count'em 365 all days  pound'em can i get a witness  every ounce of my love  heavy wit this  girl we fit just like a  glove you my misses  and we got it like that  know each other like that  definitely got each  others back  and that's fact  cuz you are my love  and that's that  my one and only love  yo she makes my  heartbeat skip 'n  everyday and everynight  straight trippin  lovin' so wild wild  i'll say it real loud loud  i'll walk hundred miles miles  to keep her no doubt  her eyes hair lips 'n  baby keepin' my body ripped 'n  lovin' her style style  steady be wild wild  and i'm gonna love her always  always you should  know you're my honey  always you are on my mind  always you can call on me  any 'o day or night oh yeah  no way i be shady or frontin'  no way that ait even my style  what i'm sayin is always  and forever be you and i
