년도	제목	장르	가사
2006	약자의 눈물	록/메탈	나를 시험하지 마 그녈 데려가지마 힘들게 이룬 꿈도 단숨에 무너져 워  곁에서 많이 아파도 좋아  나 혼자 대신 다쳐도 좋아 그녈 사랑한 대가로 영원히 견딜게 널 겁도 없이 원했어 난 강하다고 믿었어  이제와 아픈 가슴 못이겨 사랑앞엔 약자야 온 힘을 다해 지켜도 더 멀어져만가 워 너 하나로 살고 죽는데 하늘아 나를 시험하지 마 세상아 그녈 데려가지마 힘들게 이뤄온 꿈도 단숨에 무너져 워 곁에서 많이 아파도 좋아 나 혼자 대신 다쳐도 좋아 그녈 사랑한 대가로 뭐든 견딜게 내 전불 가져가 늘 당당하고 싶었어 내 자존심은 너니까 모두가 안 어울린 다해도 울고 싶진 않았어 내 맘을 내가 왜 속여 더 사랑하는데 워 상처되도 보고 싶은데 뜨겁게 타는 내가슴을 봐 살아선 끝내 멈추지 않아 이 사랑 앞에서 거친 무릎도 꿇잖아 워 이 길에 헛된 상처는 없어 슬퍼도 앞장서 난 기다려 그녈 위해서 기꺼이 날 버릴거야 사랑아 돌아와 -
2006	행복하세요	록/메탈	모질게 버렸죠 그래야 했죠 최대한 잔인해져야 했죠 나라는 존재를 쉽게 지워 내려면  이게 빠를 테니 똑바로 봐요 나쁜 내 모습 버려도  아무 죄책감이 없는 나예요 더 이상은 사랑할 가치조차 없으니  날 위해서 울지 마요 소중한 그대여 부디 행복하세요 그래야 저 하늘이 나를 용서해요 사랑하고 사랑해서 나 겨우  할 수 있는 게 보내는 일 다른 사람에게 갈 수 있게 내 가슴 찢겨 나가도 떠나주는 일 마음의 병이 심해져 가는 그대를  그만 사랑해야 맞는 거겠죠 날 만난 후 눈물로 일기를 채운 그대 더 울리진 말아야죠 소중한 그대여 부디 행복하세요 그래야 저 하늘이 나를 용서해요 사랑하고 사랑해서 나 겨우 할 수 있는 게  보내는 일이죠 가장 잘한 일인 거죠 나의 미래가 보이네요 내 짧은 후회가 그댈 또 찾을까봐  내 숨을 틀어막겠죠  사랑해요 미치게 사랑해요 그래서 더 거칠게 그댈 떠밀었죠 사랑하고 사랑해도 나 이젠  갖지 못하는 고운사람 내겐 두 번 다시 못할 사랑 그동안 날 만나줘서 고마웠어요 -
2006	남자를 몰라	록/메탈	매번 늦어도 이해 할게 누굴 만났니 먼저 묻지 않을게 고집스런 내 사랑 너의 말은 변명이라도 믿고 싶을테니 눈 비비는척 눈물 닦아내고 다음 약속도 잡을 이유 만들지 니 맘보다 한숨과 친해져도 널 보기위해 난 사니까 수없이 어긋난대도 기다릴게 아무리 가슴아파도 웃어볼게 떠나선 안돼 서둘러 저버리지 마 날 밀어내도 깊어지는 이 사랑을 봐 내 입을 막아도 세상이 다 아는데 왜 너만 몰라 왜 널 지킬 남자를 몰라 잊어보려고 해도 소용없어 하루도 못 가 너만 또 찾는 나인걸 혼자가 더 좋다는 슬픈 니 말 눈물이 자꾸 지워버려 수없이 어긋난대도 기다릴게 아무리 가슴아파도 웃어볼게 떠나선 안돼 서둘러 저버리지 마 날 밀어내도 깊어지는 이 사랑을 봐 내 입을 막아도 세상이 다 아는데 왜 너만 몰라 왜 널 지킬 남자를 몰라 니 맘에 누가 있든 괜찮아 한번쯤 못 이긴 척 돌아봐 보여줄게 더 많아 쉽게 보낼 수 없어 가지마 널 원해야만 견뎌내는 내 가슴이야 날마다 울어도 볼 때마다 행복해 왜 너만 몰라 왜 강한 내 사랑을 몰라
2006	Go Away	록/메탈	Go Away  가버려 이제 가져가 모두 다신 널 모르도록  시간은 더 나를 강하게 만들어 줄 테니  I don't love you Go away  자꾸 열이 나는 얼굴을  찬 손으로 감싸 봐도 가라앉지가 않아  얼마나 더 앓고 나야만  아무렇지 않아질까 너처럼 웃어질까  난 이렇게도 힘이 드는데 oh oh  사랑이 네겐 하찮은 건지 oh~  아니라 해도 어떻게 해도 아직 니가 남아서  너 없는 하루를 숨쉬고 사는 게 힘겨운 나를 봐  가버려 이제 가져가 모두 다신 널 모르도록  시간은 더 나를 강하게 만들어 줄 테니  I don't love you Go away  난 이렇게도 힘이 드는데 oh oh  사랑이 네겐 하찮은 건지 oh~  아니라 해도 어떻게 해도 아직 니가 남아서  너 없는 하루를 숨쉬고 사는 게 힘겨운 나를 봐  가버려 이제 가져가 모두 다신 널 모르도록  시간은 더 나를 강하게 만들어 줄 테니  잊으려 하면 버리려 하면 아직 니가 살아서  너의 기억들이 앞 다투어 나를 스치고 지나가 소리쳐 봐도 널 막아 봐도 이제 끝이라 하면  내가 너를 보내 기꺼이 너 하나 잊을게 널 아직 사랑하는지 난 걱정이 앞서  더 이상 손쓸 수 없게 내안에 번진 너를  없애도 살 수 있을까  아니라 해도 어떻게 해도 아직 니가 남아서  너 없는 하루를 숨쉬고 사는 게 힘겨운 나를 봐  가버려 이제 가져가 모두 다신 널 모르도록  시간은 더 나를 강하게 만들어 줄 테니  I don't love you Go away
2006	일년쯤이면	록/메탈	너 하나를 잊기에는 충분할 텐데  다른 사랑해도 될 그런 시간일 텐데 너의 말투로 아직 말하고 너를 닮아 있는 걸 내게 일 년 쯤은 순간보다 짧아서 너의 이름 낯설어도 괜찮을 텐데 나를 잊은 널 다신 부를 일 없을 텐데 아직 붙잡고 입에 차오른 이름 나인 것처럼 내게 일 년 쯤은 순간보다 짧아서 굳어진 맘은 너 말곤 쓸 곳을 몰라  그리움에 녹이 슬어가도 너만 기다리는데 사랑은 내 손에 익은 버릇 같아서  떼어내도 다시 어느 샌가  나를 물들이는 걸 이렇게 너의 이름 낯설어도 괜찮을 텐데 나를 잊은 널 다신 부를 일 없을 텐데  아직 붙잡고 입에 차오른 이름 나인 것처럼  내게 일 년 쯤은 순간보다 짧아서  굳어진 맘은 너 말곤 쓸 곳을 몰라 그리움에 녹이 슬어가도 너만 기다리는데  사랑은 내 손에 익은 버릇 같아서 떼어내도 다시 어느 샌가  나를 물들이는 걸 이렇게 더 많은 시간이 가고 흘러간대도  언제라도 사랑한 기억엔 너만 살아갈 텐데 사랑이 끝나고 다시 볼 수 없어도  전부였던 그때 마음까지 쉽게 거둘 수 없어 굳어진 맘은 너 말곤 쓸 곳을 몰라 그리움에 녹이 슬어가도 너만 기다리는데 사랑은 내 손에 익은 버릇 같아서 떼어내도 다시 어느 샌가  나를 물들이는 걸 이렇게 -
2006	미완예찬	록/메탈	달려도 항상 그 자릴 맴 도는  미로처럼 두려울 때도  내 안에 꿈은 걸음을 이끌어  내 심장의 울림을 따라  겁낼 것 없어 내게 끝은 없으니  타는 사막을 맨발로 걸어간대도  뜨거운 아픔을 이겨내는 건  또다시 꿈꿀 수 있기 때문에 가난한 꿈을 비웃는 세상이  나를 초라하게 할 때도  가질 수 없는 그래서 많은 꿈  나를 웃게 하는 힘인 걸  멈추지 마라 이제부터 시작일 테니  거친 폭풍에 내던져 진다고 해도  쓰러진 아픔을 이겨내는 건  또 다시 꿈꿀 수 있기 때문에  외쳐봐 뛰어봐 날 가둔 세상을 향해  내겐 숨쉬고 살 던 많은 날이 기다리는걸  외쳐봐 뛰어봐 부족한 나 이지만  꿈을 꾸는 난 이대로 더 아름다운걸  달려도 항상 그 자릴 맴 도는  미로처럼 두려울 때도  내 안에 꿈은 걸음을 이끌어  내 심장의 울림을 따라  겁낼 것 없어 내게 끝은 없으니  타는 사막을 맨발로 걸어간대도  뜨거운 아픔을 이겨내는 건  또 다시 꿈꿀 수 있기 때문에  외쳐봐 뛰어봐 날 가둔 세상을 향해  내겐 숨쉬고 살 던 많은 날이 기다리는걸  외쳐봐 뛰어봐 부족한 나 이지만  꿈을 꾸는 난 이대로 더 아름다운걸  두 팔을 벌려 작은 품에 세상을 안아  외쳐봐 뛰어봐 날 가둔 세상을 향해  내겐 숨쉬고 살 던 많은 날이 기다리는걸  외쳐봐 뛰어봐 부족한 나 이지만  꿈을 꾸는 난 이대로 더 아름다운걸
2006	Reds Go Together	록/메탈	Reds Go Together  대한민국 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 한국 모두 다 일어나 붉은 함성 외치자 승리를 향해 달려가는 전사들이 듣도록 너와 나 다함께 일어나 이 노래를 부르자 영원한 승리자 그들을 위해 Reds go Reds go together Reds go Reds go together 영원히 함께 할 그대여 대한민국 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 한국 모두 다 일어나 붉은 함성 외치자 승리를 향해 달려가는 전사들이 듣도록 너와 나 다함께 일어나 이 노래를 부르자 영원한 승리자 그들을 위해 Reds go Reds go together Reds go Reds go together 영원히 함께 할 그대여 대한민국 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 한국 그댄 나의 챔피언 너와 나의 챔피언 우리 함께 외치면 승리 하리라 그댄 나의 챔피언 너와 나의 챔피언 그댄 영원한 챔피언 나는 영원한 챔피언
2006	우리 이별 앞에 지지말아요 (세상에 한 사람)	록/메탈	어떡하면 되나요  내가 어떡할까요  아무리 내치고 떠밀어도  그대는 버젓이 내 안에 사는데  줄어들지 않네요  멈추지도 않네요  내 사랑 도대체?안지워져  그댄 어떻게 버티는지   매일 얹힌 가슴을 내리쳐도  더 큰 후회 큰 미련만   왜 사랑했나요 왜 떠나갔나요  내 안에 그대는 누가 책임지라고  반쪽 사랑을 쥐고 그대 이름  얼마나 부르면 올 건가요 내게  멀쩡한 척 해봐도  금방 주저앉네요  이토록 맘대로 안되는게  사람 일이죠 사랑이죠  매일 보고 싶어서 그리워서  숨이 차요 막혀 와요  왜 사랑했나요 왜 떠나갔나요  내 안에 그대는 누가 책임지라고  반쪽 사랑을 쥐고 그대 이름  얼마나 부르면 올 건가요 내게   끝난 일이 아니죠  죽기 전에 다시 사랑할거죠 기억해요 사랑이 더 강한걸  난 이별을 믿지 않아  날 일으켜줘요 날 구원해줘요  세상에 한 사람 그대가 필요해요 우리 이별 앞에서 지지 말아요  늦지 않았어요 다시 사랑해요 -
2006	영혼을 감싸안아 (Embrace One`s Soul)	록/메탈	저 빗방울에 비친 마을 그림자 맴돌면 잠든 너의 긴 눈썹 아름답게 그리며 드리우는 이 아침에 대충 살던 삶조차 비웃었던 나인데 너의 심장소리는 내 삶의 시계 되어 오늘을 또 살고 있어 시트의 파도 사이를 떠도는 우린 두 개의 작은 배 옷을 벗어 놓은 채 컵에 커피를 따라놓고 나의 영혼을 감싸 안아줘 도시속에 물들어 버린 나의 가슴속 얼룩진 흔적 너의 손톱으로 다 지워줘 나의 영혼을 감싸 안아줘 오직 내 자신만 사랑하던 이기적으로 제멋대로 살던 내가 너의 품에 안기게 강렬했었던 여름 흰 모래와 너의 Kiss 더위마저 사라져 투명해진 가을에 남겨진 건 사랑뿐 세상에 부딪혀 힘들 때 네가 옆에 있다는 것만이 내 아픔을 나눌 수 있다면 그걸로 충분하지 나의 영혼을 감싸 안아줘 너의 따뜻한 두 손으로 멋도 없이 포장도 없이 진실앞에 내가 서있어 나의 영혼을 감싸 안아줘 나의 마음들을 읽어줘 말할 수 없는 소중하게 아끼던 말 나의 눈을 바라보네 지금처럼 영원하게
2006	영혼을 감싸안아 (Embrace One`s Soul)	록/메탈	저 빗방울에 비친 마을 그림자 맴돌면 잠든 너의 긴 눈썹 아름답게 그리며 드리우는 이 아침에 대충 살던 삶조차 비웃었던 나인데 너의 심장소리는 내 삶의 시계 되어 오늘을 또 살고 있어 시트의 파도 사이를 떠도는 우린 두 개의 작은 배 옷을 벗어 놓은 채 컵에 커피를 따라놓고 나의 영혼을 감싸 안아줘 도시속에 물들어 버린 나의 가슴속 얼룩진 흔적 너의 손톱으로 다 지워줘 나의 영혼을 감싸 안아줘 오직 내 자신만 사랑하던 이기적으로 제멋대로 살던 내가 너의 품에 안기게 강렬했었던 여름 흰 모래와 너의 Kiss 더위마저 사라져 투명해진 가을에 남겨진 건 사랑뿐 세상에 부딪혀 힘들 때 네가 옆에 있다는 것만이 내 아픔을 나눌 수 있다면 그걸로 충분하지 나의 영혼을 감싸 안아줘 너의 따뜻한 두 손으로 멋도 없이 포장도 없이 진실앞에 내가 서있어 나의 영혼을 감싸 안아줘 나의 마음들을 읽어줘 말할 수 없는 소중하게 아끼던 말 나의 눈을 바라보네 지금처럼 영원하게
2006	축제 (Carnival)	록/메탈	무심히 지나친 복잡한 거리  유리창에 비친 한 얼굴  정말 나 였을까 모르겠어  사람의 체온 그립던 그날...  생각한 대로, 걸어온 대로 된 적 없다면  틀린걸 알아도 바꿀 수도 없는  지금이 바로 축제, 지금이 축제  불빛을 따라 차를 달려도  이제와 아무것도 달라지지 않네  난 치유 받은 건지 찢어진  상처는 나를 다시 깨우네  꿈을 깨고 나와, 헤매어 봐도  다시 그 자리  검은 밤 저편에 불꽃이 떨어질 때  나도 가는 거야 나도 가는 거야  생각한 대로, 걸어온 대로 된 적 없다면  틀린걸 알아도 바꿀 수도 없는  지금이 바로 축제, 지금이 축제  이젠 알겠지 내게로 오지 마  멀어져 줘 난 위험하니까  꿈을 깨고 나와, 헤매어 봐도  다시 그 자리  검은 밤 저편으로 불꽃이 떨어질 때  나도 가는 거야 나도 가는 거야
2006	초우 (初雨) (Cold Rain)	록/메탈	한참을 나는 어리석게도  잊으려고는 애쓰지 않았어  맘속에 위험하게 남은 욕심들을  더는 허락하지 마요  사람들이 모르게 혼자만 울 수 있겠죠  보내는 사람이 그러듯..  이제 나에게  술에취한 밤들이 차라리 쉬울거라고  생각 없이 편히  잠들수 있으니까  얼마나 잠이 들었던건지  아침은 내게 의미가 없네요  사랑은 미워질때 더욱 아픈 것임을  이제 깨달은 걸요  사람들이 모르게 그댈 찾아가 보겠죠  버려진 사람이 그러듯..  그립다 못해  열에 들뜬 날이면 미친척 비를 맞아요  멀쩡한 나라면  죽을것만 같아서  이젠 나를 모르겠죠  나처럼 약하진 않을사람이니  예전처럼 살순 있겠지  하지만 가슴이 비워진, 껍질뿐인 나인데  변해가는 모습 욕하지 마요  보내는 사람이 그러듯..  이제 나에게  술에 취한 밤들이 차라리 쉬울거라고  생각 없이 편히 잠들수 있으니까  더이상, 미련 없네요  이젠 안녕
2006	Liez	록/메탈	어지러운 세계 절망은 나의 양식  참으로 힘든 게 눈물이 나지 않아  너에게 기댈게 어렵게 말해봐도  스스럼없는 게 싫다는 그 말투  어둡고 깊은 내 심연과  그 안에서만 자라나지만 보이지 않던 the falling  널 밀어내려 했지 그 밑을 봐  아름답지만 부서져버린 너의 모습을  Liez 참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만  또 재생되잖아  고름이 터질 때 너는 무얼 했었니  나에게 없는 게 너에겐 너무 많아  해일이 덥칠 때 피할 수가 있을까  자정에 미친 개 너를 물어 버려  어둡고 깊은 내 심연과  그 안에서만 자라나지만 보이지 않던 the falling  널 밀어내려 했지 그 밑을 봐  아름답지만 부서져버린 너의 모습을  Liez 참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만 또 재생되잖아  Liez 참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만  또 재생되잖아   참 바보 같잖아 널 지워냈지만  또 재생되잖아 
2006	Paradise	록/메탈	쓰리고 또 쓰린 얼굴과  시리고 시린 눈에 남은 아픔 뭐가 있을까  마지막이라고 믿었던  우리들의 시린 아픔들 그 뒤엔 또 뭐가 있을까  PARADISE 세상 꿈결 같은 세상  너와 나의 바램이야  지금 내가 있는 이 자리  진정 나의 자린 어딘가 새장 속 새는 날수 없는가  터져버릴 더러운 네 머릿속은 Crazy!  그렇게들 살아왔나 나에게로 와 right here  PARADISE 미래 아름다운 미래  너와 나의 희망이야  PARADISE 세상 꿈결 같은 세상  너와 나의 바램이야  넌 착각 속에 살고 있어  내 모습은 이게 아냐 이젠 나는 알아버렸지  내가 강요했던 비겁함을 모두 부셔버려  날 믿어봐 with the trax come on   이젠 모두 잊고 날으리!   이젠 모두 잊고 날으리!  이젠 모두 잊고 날으리!  모두 잊고 날으리!  아이들의 맑은 눈을 바라봐 투명하고 순수해져  소망과 꿈이 이루어지는 우리들의 Real Paradise  PARADISE 미래 아름다운 미래 너와 나의 희망이야  PARADISE 세상 꿈결 같은 세상 너와 나의 바램이야  속삭였던 꿈이 모두다 거짓 되버린 현실 속에  네가 주어진 삶이란  대체 시련과 눈물과 아품에 연속 계속 되는 시간에  굴레 속에 우린 이대로 살텐가  묻고 묻고 답하지 못한 내 안에 나를 만나  숨막혔던 어제는 접어둬  잊어버린 뜨거운 희망을 가져 펼쳐  그리고 자신을 믿어  자 이젠 그려봐 너 꿈꿔왔던 미래
2006	Crazy	록/메탈	짙은 어둠 사이로 눈부신 햇살  날 위한 빛이 되주길  무지게 빛 하늘을 걷는 너는  투명한 날개를 가진 Angel !  하늘의 별을 따다 네게 다 주려고  숨겨 Conceal  타버린 입술만큼 흘려버린 시선만큼  고독한 나는 Crazy  뒤돌아 보진마 두렵지만  여기서 멈출 순 없는거야 제기랄  머리카락 흰 눈 내리면  그땐 웃겠지 바보같은 나   숨이 멎을 것만 같던 네 모습에  살며시 꺼내든 Candy!  동그란 눈빛으로 나를 보던 그 순간  사랑의 시작일 줄이야 뒤돌아 보진마 두렵지만  여기서 멈출 순 없는거야 제기랄  머리카락 흰 눈 내리면  그땐 웃겠지 바보같은 나  모든걸 다 바쳐 널 사랑해  세상은 모두 변하겠지만 그래도  너의 찬란한 햇살에  녹아버린 냇가에 흐르는 물  뒤돌아 보진마 두렵지만  여기서 멈출 순 없는 거야 제기랄  머리카락 흰 눈 내리면  그땐 웃겠지 바보같은 나  모든걸 다 바쳐 널 사랑해  세상은 모두 변하겠지만 그래도  너의 찬란한 햇살에  녹아버린 냇가에 흐르는 물  사랑해요 진한 나의 사랑  끝내 손을 놓지 않아요  이제는  머리카락 흰 눈 내려요  이젠 그때가 된 것 같은데 
2006	Total Eclipse	록/메탈	어디로 숨어 버린 거니? Moonlight...  어둔 내 밤을 그냥 두지마!  내게 돌아와줘! 이대로 깨질 꿈인가~  I Will Be Alone Star~! We'll Fade A Color Of Tonight~!  널 닮은 저 달이...  I Will Be A Monster~! We'll Be A Ghost Of Moon night~!  어두운 내 맘을 태우지...  약한 내 맘에 번져버린 Twilight...  타는 저 태양에 널 모두 던지기 전에  나에게 말해줘!  다시 날 찾아 올거라~  I Will Be Alone Star~! We'll Fade A Color Of Tonight~!  널 닮은 저 달이...  I Will Be A Monster~! We'll Be A Ghost Of Moon night~!  차가운 이 밤을 비추지...   내게 돌아와줘! 여기서 깨질 꿈인가~  I Will Be Alone Star~! We'll Fade A Color Of Tonight~!  널 닮은 저 달이...  I Will Be A Monster~! We'll Be A Ghost Of Moon night~!  차가운 이 밤에...  I Will Be Alone Star~! We'll Fade A Color Of Tonight~!  널 닮은 저 달이...  I Will Be A Monster~! We'll Be A Ghost Of Moon night~!  잔인한 새벽을 채우지...  I Will Be Alone Star~! We'll Fade A Color Of Tonight~!  널 닮은 저 달이...  I Will Be A Monster~! We'll Be A Ghost Of Moon night~!
2006	This Love	록/메탈	아무 상관없다 믿을게  지난날 흘린눈물  애타게 널 원해 나 말하던  잃어버린 고백도 ...  우연히 마주 앉은 그 날  어색한 그 인사와  유난히 편해 보이는 너의 표정에  나의 사랑 여기까진데  알았어 너의 기억 저편에  아직 자리잡은 날 지워 다시 꺼내지 않게  유리조각처럼 부서지는  마치 별처럼 태워 빛나는  하얀 재 가 된 사랑 my love  어쩌면 내 잘못 일 테지만  이유라도 말하지   아무렇지 않은 듯 너 떠나버리면  변해 가는 내 삶은 뭐니  알았어 너의 기억 저편에  아직 자리잡은 날 지워 다시 꺼내지 않게  유리조각처럼 부서지는  마치 별처럼 태워 빛나는  하얀 재 가 된 사랑 my love  되돌릴 순 없다고 말하겠지만  괜찮아 나 여기에 있잖아 come back to me  오 할 수만 있다면  바래 너의 기억 저편에  이미 자리잡은 날 영원히 꺼내 지우지 않길  유리조각처럼 투명하게 마치태워 빛나는  별처럼 네게 빛이될게 영원히  This Love is not visible but This valuable  You can take my breath away , come here with me  ThisLove is not visible but This valuable  아직 네맘 남아있길 바래
2006	Sad Wedding Song	록/메탈	행복해야 해  내 곁을 떠난 후에도  축복 할께. 네 결혼  사랑 했지만, 우린 여기 까진걸  너의 행복을 기도 해줄 수 밖에  I wanna believe in life.  I wanna believe in truth.  I wanna believe in God.  I wanna believe in freedom.  I wanna believe your heart.  아냐, 거짓말이야  널 지울 수 없어  I wanna believe in love, again.  너를 보내고  난 어떻게 살아 가니  내 삶의 이윤 넌데  눈물이 고여, 너를 볼 수가 없어  너의 뒷모습 이젠 마지막 인데  I wanna believe in life.  I wanna believe in truth.  I wanna believe in God.  I wanna believe in freedom.  I wanna believe your heart.  나는 괜찮으니까  넌 행복해야 해  I wanna believe in love, again.  Good-bye. My darling  행복해 보이는 너의 모습을 보며  나만의 그 사랑을  이젠 가슴속에 묻고 돌아서죠  I wanna believe in life.  I wanna believe in truth.  I wanna believe in God.  I wanna believe in freedom.  I wanna believe your heart.  나는 괜찮으니까  넌 행복해야 해  I wanna believe in love, again.
2006	Paradox (Bonus Track)	록/메탈	"Insane...Yeah  뭐가 대단해 다 그렇게 살면 돼 yeah  내가 살아남는 법을 욕은 해도  넌 내가 되고 싶지 안 그래?  싸바 싸바 하면 대충 때워  다 처리했으니까 3차 가자 Huh  개벽을 기다리던 사람도  평온만을 소망하는 민심도  그 거짓말로 지쳐버렸고  굶주린 자기 배만 채웠던  어르신네들아 피가 되어도  살이 돼줘도 모자랐던가  온 세상을 손안에 넣고  휘둘러도 된다고 믿는가  내가 미쳐 당신은 보기 좋게  여기서 막 내리고 이 바닥에서 끝  손 하나로 하늘을 전부  가릴 수도 있다고 믿는가  언제까지 모래로 성을 쌓겠는가  넌 잘 몰라 내가 사는 인생 말이야  이해하기 힘들겠지  이 심오한 세계를 말이지  너 따위는 쳐다볼 수 없는 나무야  너 같은 것은 꿈도 꿀 수 없어 웃겨  생각해봐 얼마나 공들였는데 말이야  걱정 마 이번 건은 손 봐뒀어  내 열매들 탐스럽게 익는 건 시간문제  하늘은 내꺼 난 내 Doo에 깔려 죽고 싶어  온 세상을 손안에 넣고  휘둘러도 된다고 믿는가  내가 미쳐 당신은 보기 좋게  여기서 막 내리고 이 바닥에서 끝  손 하나로 하늘을 전부  가릴 수도 있다고 믿는가  언제까지 모래로 성을 쌓겠는가  긴 시련들을 이겨내 이 땅을 지킨 우리들  모두 같은 꿈을 꾸는 걸  서로 의지하고 보다 밝은 미래로  함께 걸어가는 것  어둠 속에 갇혀 길을 잃어버린 자  이제 그만 눈을 떠라 때가 왔다  어둠 속에 묻혀 숨을 죽여 버린 자  이제 그만 눈을 떠라 때가 왔다  기회가 있는 꿈이 실현되는 삶이 있는 땅  정의로운 자가 주인 되는 곳  더 이상은 포기할 수 없어 이젠 다  돌려받아야만 돼  온 세상을 손안에 넣고  휘둘러도 된다고 믿는가  Oh! no 너 허튼 생각 마  닥치고 이걸 봐 여긴 니가 버린 땅  손 하나로 하늘을 전부  가릴 수도 있다고 믿는가  언제까지 모래로 성을 쌓겠는가  We must going back the name of ""justice""  ""freedom"" and ""Our territory"" my word bring  forth new paradigm  time of decision live or die"
2006	Scorpio (Bonus Track)	록/메탈	I don't give a chance, if they wanna fault  'Cause there's nothing left to crack  I wanna make a ride  We're gonna run to forth  Connect the dots, disconnect the line  Let's shine like Scorpio in the sky  Yeah! Come On! Rock~  저 별빛의 Reflection  지평선 향해 사라질 때에  잘게 부숴진 유리 같은  날카로운 빛으로 눈이 부시게  어둠을 비추며 Like Shining Stars  꿈의 파편들을 깊이 새기며  Let's leave it all behind  So freak that dead line  Let go  Like Beautiful Green or Orange Sunshine  Or do I wanna shine G-freakin' head  So far away I'm gonna find my way  A to D to D to A  Try to find the way to the Milky Way  My world is born in the TRAX  같은 곳 이 시간은 별빛을 갈라  어둠 가르며 새벽 올 때까지  잘게 부숴진 유리 같은  날카로운 빛으로 눈이 부시게  어둠을 비추며 Like Shining Stars  꿈의 파편들을 깊이 새기며  어둠에서 눈을 뜰 때  영원을 꿈꾸며 날아오른 순간  밤하늘 저편 그곳에 웃고 있네  잘게 부숴진 유리 같은  날카로운 빛으로 눈이 부시게  어둠을 비추며 Like Shining Stars  꿈의 파편들을 깊이 새기며  Let the world break me down, as if I care  I've got nothing to lose  Like shattered glass  Flying to pieces, I'm already torn  But there's a way to shine, if there's will  Woke up and hated life  Wanna feel it, what it's like
2006	울지마	록/메탈	울지마 가슴아 가슴아 울지마 행복해 행복해야해 뛰지않죠 이미 내 심장 죽었는데 널 잃은 슬픔 이제 잊어야 하는데 사랑한만큼 나의 마음은 나의 가슴은 울고 있었지 울지마 가슴아 가슴아 울지마 사랑 때문에 슬퍼하지마 난 말할 수 있어 너를 잊었다는 말 거짓이 아니라는걸 추억으로 간직해 우리 만남은 그저 스치는 인연이었을뿐 떨고 있죠 지금 내 입술 흐느끼죠 내 입술로 그대 이름을 부르죠 사랑한다고 보고싶다고 가지말라고 울고 있었지 울지마 가슴아 가슴아 울지마 사랑 때문에 슬퍼하지마 난 말할 수 있어 널 잊었다는 말 거짓이 아니라는걸 추억으로 간직해 우리 만남은 그저 스치는 인연이었을뿐 그 어떤 빛보다도 환한 니 미소 다시 볼 수만 있다면 내 가슴 웃을텐데 하늘에 기도해 널 보내 달라고 제발 나에게 기회를 달라고 목놓아 부르면 애타게 부르면 다시 그대가 돌아올 것 같아 찢어지는 내 가슴 위로받을래 세상에 단 하나뿐인 너에게
2006	떠나 (Feat. 김낙싸움닭)	록/메탈	눈을 뜬 그 자리엔 내가 아닌 나의 모습 무너지듯 변해버려 이 길을 나 홀로 걷고 있나 길고 긴 구부러진 길 위에 서서 한길만을 파는 굴착기 신들린 듯 이끌린 음악과 나눈 사랑은 어쩌면 콩깍지 알 수 없는 도착지 허나 의심은 없어 더 나은 곳으로 난 떠나 내가 가는 곳이 길이다 선택에 맞서는 권태와의 치열한 싸움판으로 간다 말아쥔 mic 하나로 싸운다 이 순간만은 모든 잡념들이 잠든다 떠나 뒤틀린 현실따윈 떠나 널 기다리고 있잖아 떠나 널 구속시키는 모둘 워 워 워 워 떠나버려 떠나 뒤틀린 현실따윈 떠나 널 기다리고 있잖아 떠나 널 구속시키는 모둘 워 워 워 워 떠나버려 눈을 뜬 그 자리엔 내가 아닌 나의 모습 무너지듯 변해버려 이 길을 나 홀로 걷고 있나 작은 나비의 날개짓이 일으킨 태풍 그처럼 내 시작은 아주 작은 반응 잔잔한 물결은 파도를 일으켜 내 그릇은 커서 뒤늦게 차는 법 삭막한 세상속 내 낭만까지 짓밟히고 싶진 않아 가파른 비탈길 천천히 올라가는 나에겐 나무밑 그늘은 내 삶의 비타민 여유를 부리며 잠시 쉬어간다 근데 시간은 자꾸 걸음만 재촉한다 떠나 뒤틀린 현실따윈 떠나 널 기다리고 있잖아 떠나 널 구속시키는 모둘 워 워 워 워 흔들리는 불빛속에서 난 취해 걷고 있어 낯설은 이 밤 어제까지 불타던 용기와 열정이 꺼져가네 희망의 불씨가 깨어나라 외쳐도 메아리만 들리는걸 다시 설 수 있을까 모든걸 걸었던 그때 그자리로 이제 난 떠나 떠나 뒤틀린 현실따윈 떠나 널 기다리고 있잖아 떠나 널 구속시키는 모둘 워 워 워 워 떠나버려
