년도	제목	장르	가사
2008	The...	록/메탈	떠올려봐 기억해봐  나와 사랑했던 기억들 네 마음을 내게 돌릴 행복한 기억 모두 지운거니 사랑했었단 말은 하지마 좋아했었단 말은 하지마 네가 날 떠나도 너를 볼 수 없어도 널 향한 내게 끝은 없으니 내 맘을 가져가 네가 힘들때 다른 사랑에 마음 다칠때 세상에 한 사람 변함없이 널 사랑하는 나를 기억해 그때 다시 돌아와줘 난 믿지 않아 네가 변한 걸 넌 잠시 내게서 멀리있다 믿을게 널 향한 내게 끝은 없으니 내 맘을 가져가 네가 힘들때 다른 사랑에 마음 다칠때 세상에 한 사람 변함없이 널 사랑하는 나를 기억해 그때 다시 돌아와줘 이별이끝은 아닐꺼야 너의 소중함을 다시 깨닫게 된 너의 마음에- 내 맘을 가져가 네가 힘들때 많은 시간이 흐른뒤에도 세상에 한 사람 변함없이 널 사랑하는 내게로 와줘 그때에 더 사랑할게
2008	사랑 뒤의 사랑	록/메탈	내게로 와 나를 믿는거야 다른 생각하지마 난 너를 위해 태어났다 믿어 말해주고 싶지만 기다릴게 너를 버린 그를  다 지워낼때까지 나 알고 있어 사랑을 믿는게 넌 아직 두렵겠지 내곁에 있는 이 순간에도 넌 그를 기다릴지 몰라 하지만 너를 위해 나 가진 하나 까지 던질 수 있는 건 그가 아닌 나인데 Don't you know I'm waiting For your love 괜찮아 이렇게 넌 내곁에 있잖아 오늘도 네 맘을 모두 그가 가 졌다해도 In my heart I want you to love me 괜찮아 지금 내 슬픔쯤은 이길게 네 마음 사랑이 마지막 나일 수 있다면 I can't live without you- 그를 버려 모두 지워버려 다 널 위한 일이야 난 오늘도 널 향해 이런 내 맘 또 꺼내지 못했지  한 사람만을 향한  네 맘을 난 누구보다 잘 알기에 말하지 못한거야 나 가진 하나 까지 던질 수 있는 건 그가 아닌 나인데 Don't you know I'm waiting For your love 괜찮아 이렇게 넌 내곁에 있잖아 오늘도 네 맘을 모두 그가 가 졌다해도 In my heart I want you to love me 괜찮아 지금 내 슬픔쯤은 이길게 네 다음 사랑이 마지막 나일 수 있다면 기다려 달라고 말해줘 오랜 시간이 지나도 괜찮아 난 다를거라 믿어 널 지킬거라 믿어 네 어떤 모습도 사랑할게 Uh in my heart I want you to love me 괜찮아 지금 내 슬픔쯤은 이길게 네 다음 사랑이 마지막 나일 수 있다면 I can't live without you-
2008	약속	록/메탈	다시 너를 마주친 날 잠들수가 없던 나는 어린시절 너와 나의 꿈을 꾸었지 하얀 네가 웃을때면 자꾸 가슴 떨려와서 바라볼 수가 없었던 어린 내 모습 우리 헤어진 날 얼마나 내가 울었는지 넌 아니 안녕이란 말도 할 수 없었지 제발 한번만 더 너만 을 다시 만나게 해달라고 매일 기도했어 오랜 시간 너 하나만을 계속 그리워하며 이젠 너에게로 달려갈거야 너의 손을 잡고 너의 눈을 보면서 아주 오랫동안 감춰둔 너를 향한 나의 맘을 오직 너에게만 보여줄거야 마주 잡은 손이 떨려와 네가 화를 낼까 겁이나 이런 내 맘 너는 알고 있는지 작은 손가락을 걸면서 너와 함께했던 약속을 너도 기억하니 오직 나만 기다리기로 우리 맹세했잖아 이젠 그 약속을 지켜줄거야 너를 안아줄 수 있도록 나 컸잖아 처음 그리고 또 마지막 내 마음 모두 가져간 오직 너에게만 말해줄거야  다시 만날 인연이  운명이 아니란 걸 알아 이젠 너에게로 달려갈거야 너의 손을 잡고 너의 눈을 보면서 아주 오랫동안 감춰둔 너를 향한 나의 맘을 오직 너에게만 보여줄거야
2008	어느 소녀의 희망	록/메탈	하늘을 덮어버린 회색빛 구름처럼 사라진 우리들의 소중한 추억 먼 기억 저편으로 저만치 희미해진 전설 속 아름다운 세상있었지 우리들의 욕심이 망쳐버렸던 세상 그 댓가로 많은 걸 잃고 살았다는 거야 그래도 난 숨은 그림처럼 어딘가 있을 그 성을 그려보곤 해 저 멀리 하늘을 날아가던 섬이 있어 행복한 웃음들이 번져가고 투명한 태양빛이 부서지던 곳 소녀가 가졌던 빛이 사라지기 전에 하늘을 나는 섬을 잃기전에 영원히 간직할거야 모두다 가지려고 욕심을 부리지만 그럴수록 그곳은 멀어지고 만다는걸 걱정하듯 소녀의 두 눈은 말하곤 했어 절대로 잊지 말라며 아 저 멀리 하늘을 날아가던 섬이 있어 행복한 웃음들이 번져가고 투명한 태양빛이 부서지던 곳 소녀가 가졌던 빛이 사라지기 전에 하늘을 나는 섬을 잃기전에 영원히 간직할거야 나나나 나 나나나 나나나 나나나 이제는 전설처럼 아득한 그곳 나나나 나 나나나 나나나 나나나 그 빛을 다시 보여줘
2008	잘 살아요	록/메탈	그대가 보이네요 너무 그리워 그대를 찾아왔죠 예전처럼 예전처럼  눈부신 모습 변함없네요 날 보면 놀랄까봐 가까운 골목 귀퉁이에 숨어서 나의 사랑 나의 사랑  잘 지냈었냐고 혼잣말을 해 사랑해요 아직도 그래요 부족했던 지난 날 미안했어요 다시 또 그대를 가질 수는 없겠죠 언제나 잘 살아주세요 참 많이 울게했죠 차라리 사랑하게나 하지 말 걸 내 욕심에 내 욕심에 그대의 가슴만 아프게 했죠 날 잊어요 원망해야해요 그댈 버렸던 사람 엉망인 사람 추억의 끈마저 모두 놓아버려요 그대는 아프지 말아요 하늘에 빌죠 다신 이렇게 그댈 찾는 일 없게 해달라고 사랑해요 아직도 그래요 부족했던 지난날 미안했어요 다시 또 그대를 가질 수는 없겠죠 언제나 잘 살아주세요 내 사랑 잘 살아요
2008	가버려!	록/메탈	앞에서 사라져 완전히 사라져 나 아무욕심 가질 수 없도록 다른 사람에게로 떠나가면서 내게 아픈 눈빛을 보여주지마 그 동안 고마워었다고 부디 잘살라고 내가 먼저 말해 버렸어 얼마나 너를 사랑하는지 더 이상 필요없게 됐잖아 이렇게 보내줄때 떠나 자꾸 돌아보면 네 걸음을 잡을지 몰라 불안한 내 미래와 책임감 나 또한 버릴거야 난 괜찮아 살아갈 수 있어 너 하나쯤 잊어 주겠어 나의 인생에 너 하나 없어도 아무 상관이 없어 다신 나를 찾지마 앞에서 사라져 완전히 사라져 나 아무욕심 가질 수 없도록 냉정해야 할 사람 바로 너 잖아 네가 선택했잖아 그 사람만 사랑해 죽도록 사랑해 날 떠나버릴 이유가 되도록 나란 존재가 있다는 사실도 기억하지 말아줘 돌아보지마 뭐든지 해주고 싶었어 좋은 것을 보면 늘 너 먼저 생각이 났어 언젠가 줄거라던 다짐도 지킬수 없게 됐어 잘된거야 나도 편 해졌어 시원하게 잘 끝난거야 부족한 사랑 늘 찾아달라고 강요 할 수가 없어 다신 나를 찾지마 앞에서 사라져 완전히 사라져 나 아무욕심 가질 수 없도록 냉정해야 할 사람 바로 너 잖아 네가 선택했잖아 그 사람만 사랑해 죽도록 사랑해 날 떠나버릴 이유가 되도록 나란 존재가 있다는 사실도 기억하지 말아줘 돌아보지마 널 너무 사랑해 말하고 싶어 전부였다고 삶이였다고 혼자가 되기 싫다고 차갑게 가버려 완전히 가버려 날 사랑하지 않았던 것처럼 다른 사람에게로 떠나가면서 자꾸 울먹이지마 그 사람만 사랑해 죽도록 사랑해 날 떠나버릴 이유가 되도록 나란 존재가 있다는 사실도 기억하지 말아줘 돌아보지마
2008	It`s You	록/메탈	I love you forever to the end be with me to the end of time  all want to it's you. just only you    내가 찾아 헤매던 꿈꿔왔었던 오래 바램인걸까  사랑할수록 좋아할수록 더 큰 두려움이 자라지    너를 피해보려고 잊어보려고 아무리 애를 써도  지울 수 없는 너의 모습에 나의 맘이 아플뿐이야    언제부터 니가 나의 꿈이 되어버렸니 바라는 모든 것이 너 하나뿐이야  모르겠니 나는 너를 사랑하고 있는데 너만 이렇게 날 불안하게 할 수 있잖아    I love you forever to the end be with me to the end  이런 나의 맘을 왜 이렇게 모르는거니    I love you forever to the end be with me to the end of time  너 하나만 보면 살아가는 나잖아    그리움에 잠이 들 수 없는 날들이 있어 너없는 시간들이 견디기 힘들어  이대로 영원토록 함께 있어줄 거라고 말해줘 내가 너에게도 오직 하나뿐인 나라고    제발 나에게로 찾아와줘 그것뿐이야 나의 모든것을 네게 줄거야  네가 원한다면 모두 줄꺼야 나의 눈을보면 내 마음을 알수있잖아  내가 원하는건 하나 뿐이야 너와 함께있는 이순간이야  all want to find. it's you just only one
2008	To Fan	록/메탈	보이지 않는 길을 혼자서 걷고 있는 것처럼 희미한 안개만이 내 앞을 가로막고 있을 뿐 혼자 가는 길이 지치고 힘들 때 뒤를 돌아보면 언제나 니가 있어 나를 향해 웃었지 아무 약속 없는 긴 여행이라해도 운명이 내게 시키는대로 나 걸어야하겠지 내 곁은 지켜주겠니 이렇게 비틀대는 나에게로 때 이른 소나기에 온몸이 젖어버린 것처럼 나에게 스며든 넌 슬픔을 모를 것만 같아서 잠이 오지 않는 새벽에 널 생각해 내가 너의 슬픔 된다면 내가 더욱 아플것만 같아서 너를 지킬거라 긴 다짐들을 해도 이제는 지난 얘기가 되버린 오래된 꿈들이 내게서 떠나질 않아 말없이 안아주는 니가 있어 아직 나 꿈을 꾸잖아 이제는 둘이 아닌 하나라고 언제나 함께 있을꺼라고 워 아무 약속 없는 긴 여행이라해도 운명이 내게 시키는 대로 나 걸어야 하겠지 내 곁을 지켜주겠니 이렇게 비틀대는 나에게로 영원히 나를 지켜줘
2008	어쩌면 (2008 Special Edition)	록/메탈	어쩌면 오늘이 마지막이 될지도 몰라 나의 사랑이 떠날지 몰라 불안한 나의 마음 니가 알아챌 것만 같아서 너와 눈도 마주 치지 못했어 너의 그 사람 다시 돌아왔을때 많이 힘들어하던 너 깊은 고민에 빠진 너 제발 아니길don't say good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 돌아간다면 떠나간다면 니가 겪었던 똑같은 이유로 내삶이 무너질텐데 너 원한다면 보내야 하겠지 끝내 잡을 수 없겠지 아픈 나날들을 준비해야 하겠지 시간이 지나면 모두 잊혀질거란 얘기 너를 미워해 달라는 얘기 그렇게 하지 못할 나의 마음을 알고 있잖아 너무 그 사람만 생각 하지마 왜 하필이면 다시 그 사람이니 한번 버렸던 사랑은 두 번 버리기 쉬운데 다시 생각해don't say good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 끝이 아니야 잠시뿐이야 나의 사랑을 확인할 시간이 너에게 필요할뿐야 I believe 우리의 사랑 you're my everything never give you up 내가 너무 사랑해 너만을 내가 사랑해 여기 있을께 널 위해 never say good bye 떠나지마 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 돌아간다면 떠나간다면 니가 겪었던 똑같은 이유로 내삶이 무너 질텐데 끝이 아니야 잠시뿐이야 나의 사랑엔 이별은 없는걸 you're mine never say good bye 사랑하잖아 내가 있잖아 너를 버렸던 그 사람에게 가지마 지난 눈물 기억해줘 끝이 아니야 잠시뿐이야 나의 사랑을 확인할 시간이 너에게 필요할뿐야
2008	모놀로그 (2008 Special Edition)	록/메탈	다 잊었다는 거짓말 또 해 버렸죠 내 마음에 그대란 사람 없다고 했죠 너무나 쉽게 잊혀졌다고 이젠 남이라고 서툰 내 사랑에 지쳐 떠난 그대 너무 많이 울려서 잡을 용기조차 낼 수 없었죠 미안해요 내 사랑아 다신 나 같은 사람 만나지 마요 혹시 찾아가도 두 번 다시 나를 허락 해주지마요 그댄 여리고 너무 착해서 싫단 말도 잘 못하는데 많이 부족한 나를 사랑한 그대 이거면 됐어요 더 이상은 그대 불행하지 않도록 나 이 쯤에서 없어지는게 그댈 위한 나의 사랑인 걸요 너무 투명해서 때론 불안했죠 제 멋대로 살아온 나를 감당할 수 없을 거 같죠 미안해요 내 사랑아 다신 나 같은 사람 만나지 마요 혹시 찾아가도 두 번 다시 나를 허락해주지 마요 그댄 여리고 너무 착해서 싫단 말도 잘 못하는데 고마웠어요 나를 사랑해줘서 나 같은 사람이 두 번 다시 감히 받을 수 없는 사랑 그대 때문에 행복했어요 울지마요 그대 잘 생각해봐요 나쁜 일들만 가득했던 우리 다 잊어야 해요 많이 부족한 나를 사랑한 그대 이거면 됐어요 더 이상은 그대 불행하지 않도록 나 이쯤에서 없어지는게 그댈 위한 나의 사랑인 걸요
2008	Hollywood	록/메탈	Credit cards Expensive cars Beggers in the street Glitter sprinkled with some pain from your plastic surgery Dreams are made to set us free Dreams are born and we believe And I'll tell you why I'll tell you why CHORUS This is life I won't throw it away On the hills of Hollywood I am here to stay I told you once before and I won't tell you again On the hills of Hollywood I'll be here till the end This town can be so fake Made of silicone Being bored is what you hate Movie stars and platinum teens Booty Queens and Drama Kings Dreams are made to set us free Dreams are born and we believe And I'll tell you why I'll tell you why CHORUS This is a P.S.A. Brought to you by the citizens of Hollywood If you think you can live the dream of being who you really want To be Nothing in this town comes easy But this town has it all CHORUS X2 And I'll be here till the end.
2008	Forgive And Forget The Past	록/메탈	"Get lost! I dont want to see you again Cus you were never my friend Fuck off and die You motherfucking piece of shit Like time Putting it back behind  Out of my mind Am I out of my mind? Forgive and forget the past  Come on and lets make this last Cus in this moment It's like this Forgive and forget the past COme on and lets make this last Cus in this moment  It's like this  I know Youve probably gor a reason to wanna die But I""m not like you Trust me! I know things get hard sometimes But things keep getting better  So much better all tthe time!!!! Chorus But buddy what did you say? I cant think of all the stupid things  That I cant relate  But buddy what did you say? This l ife is just to B-A-utiful to imitate at all! Chorus x2 Shutup! You motherfucking piece of shit!!!"
2008	Cool Mexicans	록/메탈	The young and the restless And totally free Why do they always look cooler then me? Too fast to live And too young to die Chorus Cool Mexicans Cool Mexicans Hey! You know Lord loves a Mexican With a smile on their face that just lets you know That theyre cooler then you Whacha gonna do?  Pitch black hair They dont care Platinum teeth White underwear Whacha gonna do? Too fast to live to young to die Alright! Chorusx2 Hola! Mi amigo quieres ser suave como yo? Entonces tienes que mirrarte como yo Hablar como yo u caminar como yo Si mi hermano hasta la muerte y si quieres ser suave como yo Entoces tienes que cantar con migo Chorus x4
2008	No Rest For The Weekend	록/메탈	You sent me there with every chance to exceed The situations guilty is what the jury had to plead Seems no ones listening to you Cus you know that Once a kid now your always a child Pimpin' gets you money so you can be self-styled The time and place right here is now I wanna go where there's no rest for the weekend Where everyday is mine and not yours again Seems all my life I've been working for the weekend Cus so far life is unexplored again Now I look back maybe it wasn't all that bad At the time I never knew, you was all I had  Stuck in the garage days like you And no one said to Don't Spit, Don't Slack, Don't Pout Don't Slouch, Don't Nag, Don't Scream, Don't Shout The time and the place right here is now I wanna go where there's no rest for the weekend Where everyday is mine and not yours again Seems all my life I've been working for the weekend Cus so far I am getting bored again Booty!
2008	Affirmation Song	록/메탈	Don't think of bothersome things Forget about the past and problems Shine a light on the better days With all your heart, With all your heart Nothing bad can happen to you  Believe in yourself and you'll do fine Take a chance with fate It's not a total waste Chorus: It's my affirmation song  Getting by and sing along Don't fall down back on your knees Can't just beg and beg and plead It's my affirmation song Getting by and sing along It's the anthem of my life Pick yourself up and dry those eyes All is well pure peace of mind The past can't touch today leave it behind Shine a light on better days With all your heart, With all your heart I love life and life loves me I now choose to live my life fully and freely Take a chance with fate It's not a total waste
2008	Ghetto-Blasta	록/메탈	Ghettoblaster to the ear I'm rockin' downtown with no fear Ego rising quickly now So you'd better watch out before we drown When I'm on top I'm really on the bottom Don't wanna listen cus we don't gotta When I'm on top I'm really on the bottom And we don't wanna listen Cus we don't gotta Chorus: Runk rock bullshit is what were all about We just wanna scream and let it all out Runk rock bullshit is what were all about We just wanna scream and let it all out From the E to the O to the stereo Pimpin' on the mic like a 12 dollar hoe Were dressed ready to rock at the sound of the clock And you'd better believe that its never gonna stop Getting laid in the shade custom made escalade Grab you by the reigns to make you say nay Rockin' the town with a whip and a chair And you might as well shut up Cus we don't care Chorus x2 Make an announcement on the P.A. System I wrote this song in class Cus I never listen Chorus Scream and shout let it all out x4 Let it all out
2008	Attitude	록/메탈	I can't believe it's over Don't wanna say that it's a done deal This year went by like a merry-go-round I can't find a reason to frown A day late and a dollar short Shut the fuck up and allow me to retort Cus I can't find a reason No reason to smile All I got is me for awhile Singing one for the money Two for the show Three to get ready Now four Now let's go Singing! -Chorus- Attitude  Loose the 'tude  Your attitude is so damn rude -Repeat- All roads lead to rome now When there's no where left to go I was never there now wasn't that so nice I never got the chance to think twice Singing red, white, and blue Zak is a Jew!  Took ya to the moon And undressed you Singing! -Chorus-
2008	Rollercoaster	록/메탈	The sky is blue The grass i green Blah Blah Blah You know what I mean The day is good The day is great Blah Blah Blah  Oh for God's sake I don't care for what we used to be I don't care so what's it to you I don't care cus that's just part of me I don't care So I'll say Fuck you! Every where I turn People stop and stare Maybe I'm crazy Or I'm just scared But sometimes I just feel like I could snap The weight of the world hanging on my back When life gives you shit make a garden out of it Best just accept it and get on with it -Chorus- Ooo, Ooo, Ooo Ooo, Ooo, Ooo Life's a rollercoaster Ooo, Ooo, Ooo Ooo, Ooo, Ooo Time to rock n roll here we go So I won't make new bad memories It's really not worth my time If it can be yours Then why can't it be mine -Chorus x2-
2008	Why Won`t She Go Out With Me	록/메탈	I see her everyday There's no doubt about it Struttin' down that hallway with that arse I sit and wonder What se'd look like naked If she put out to me you know that I'd take it -Chorus- So why won't she go out with me Why won't she go out with me I go to sleep at night I think of her in a thong I wonder how far she's gone I know she notices me We walk all the time If we got drunk and had sex then I would be fine -Chorus- I know what she said before That she wants to be my friend I still think she's hotness to the end -Chorus- I know what she said before That she wants to be my friend I still think she's hotness to the end
2008	Never Too Late	록/메탈	What you gonna do? Where you gonna go? Inside, outside Down with the flow East side West side North side South side Mi check 1 2 3 4 5 Check Heart like a lion King of the jungle Donkey Kung ain't got nothing on King Kung-Go When she gets home she looks in her pocket When she gets home she rocks the rocket Hey! It's never too late to save your life Uh-Huh Uh-Oh-Uh-Oh Hey! It's never too late to save your life Uh-Oh Destination goodtimes here we go It doesn't take much to make me confess The issue with a tissue I got off my chest I've got a lot of good So I cannot complain The problems I resolved that just tortured my brain  Cool your jets Don't crash the flight Be safe in knowledge their bark is worse than their bite My girlfriend's surfing the crimson tide It's alright, It's alright It's alright! -Chorus- Destination rock n roll here we go Destination goodtimes here we go Destination rock n roll here we go
2008	Orange	록/메탈	Why do feet smell and hands don't? Why say you will when you won't? Are toenails nutritious? Why is chap stick so delicious? Is it because life is strange  Na Na Na Na Na Na Na Is it because life is strange  Na Na Na Na Na Na Na -Chorus- Orange Orange How come nothing rhymes with orange? Orange Orange How come nothing rhymes with orange? Why does one become two? What can Scooby Doo do for you? How come seven eight nine? Why does this song have to rhyme? Is it because life is strange  Na Na Na Na Na Na Na Is it beccause life is strange Na Na Na Na Na Na Na -Chorus-
2008	한가지 말	록/메탈	내가 한가지 못 하는 말 내가 한가지 못 듣는 말 사랑해 널 사랑해 한마디를 가슴에 숨겨 놓고 내게 눈물만 주었던 말 내게 아픔만 주었던 그 말을 이렇게 널 보내는 순간에도 말하지 못하는 말 널 사랑해 지금 곁에 서 있는데 넌 대체 누굴 보고있는지 내 맘 하나 모르는 니가 원망스러 한번만 뒤를 돌아봐 너 하나만 바라는 날 사랑이 너를 부르는데 먼 곳만 보고 아파하고 있는거야 내가 한가지 못 하는 말 내가 한가지 못 듣는 말 사랑해 널 사랑해 한마디를 가슴에 숨겨 놓고 내게 눈물만 주었던 말 내게 아픔만 주었던 그 말을 이렇게 널 보내는 순간에도 말하지 못하는 말 널 사랑해 한번만 내 손 잡아줘 널 이토록 바라는 날 다른 사랑에 아파해도 내 품에 안겨 그 눈물도 닦아줄께 가슴이 매일 부르는 말 가슴이 매일 외치는 말 사랑해 널 사랑해 한마디를 눈물로 지워놓고 나를 오늘도 살게한 말 내가 오늘도 못지운 그 말은 사랑해 널 사랑해 이 한마디 너에게 듣고싶어 내가 한가지 못 하는 말 내가 한가지 못 듣는 말 사랑해 널 사랑해 한마디를 가슴에 숨겨 놓고 내게 눈물만 주었던 말 내게 아픔만 주었던 그 말을 이렇게 널 보내는 순간에도 말하지 못하는 말 널 사랑해
2008	눈물이 흐른다	록/메탈	눈물이 흐른다 닦아도 멈추지 않는다 그대가 흐른다 지워도 온몸에 배인다 바람에 보낸다 그대도 기억들도 실어보낸다 그래도 난 남자라고 웃어본다 그대를 사랑했다고 내 살아가는 이유였다고 그대 길을 막고서 나 소리치고 울고 싶은데 그리워도 참아볼게 나 그대에게 줄게 없잖아 그대의 행복을 빌며 보낸다 그대를 부른다 가슴이 외치는 한마디 눈물로 삼킨다 불러도 그대는 없는데 사랑아 어떻게 그 흔한 인사 하나 없이 떠나니 날 버린 그댈 오늘도 미워한다 그대를 사랑했다고 내 살아가는 이유였다고 그대 길을 막고서 나 소리치고 울고 싶은데 그리워도 참아볼게 나 그대에게 줄게 없잖아 그대의 행복을 빌며 보낸다 여전히 그대 하나만 찾는 바보라서 괜찮아 사랑했잖아 내 사는동안 행복했잖아 그댈 보내주는일 나 죽을만큼 하기싫지만 그리워도 참아볼게 나 그대에게 줄게없잖아 그대의 행복을 빌며 보낸다
2008	룩셈부르크	록/메탈	룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 자 같이 펼쳐보자 세계지도 너의 꿈들을 펼쳐보아라 자 어디 붙어있나 찾아보자 다같이 불러보자 룩셈부르크 룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 석유가 넘쳐나는 사우디 이거 사람이 너무 많은 차이나 월드컵 2연패에 브라질 전쟁을 많이 하는 아메리카 룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 하루 종일 레게하네 자마이카 하루 왠 종일 해 떠있는 스웨덴 신혼여행 많이 가는 몰디브섬 이제 곧 하나가 될 KOREA 룩 룩 룩셈부르크 아 아 아리헨티나 룩 룩 룩셈부르크 아 아 아리헨티나 석유가 넘쳐나는 사우디 이거 사람이 너무 많은 차이나 월드컵 2연패는 브라질 전쟁을 많이 하는 아메리카 하루 종일 레게하네 자마이카 하루 왠 종일 해 떠있는 스웨덴 신혼여행 많이 가는 몰디브섬 이제 곧 하나가 될 KOREA 손잡고 떠나보자 세계여행 피부색깔 말은 모두 틀려도 우리는 자랑스런 인간이다 다같이 노래하자 룩셈부르크 라라라라라 라라라 라라 라라라라라라 라라라라라 라라라 다같이 노래하자 룩셈부르크 Let's go
2008	Find (파인드)	록/메탈	나에게서도 나에게서도 간절해진 맘인데 어떡하라고 어떡하라고 해요 너무 아득한 너무 아득한 사랑인데 절대 포기 못하는 심장이 그대 인거죠 여기 서있어 너의 웃음 찾아 올꺼야 니맘 아프게한 눈물은 여기 내가 다 잡아둘 테니까 투명한 니 사랑을 절대 잊지 못할 길을 만들어 반드시 우리 사랑을 다시 찾을테니까 니가 없이도 니가 없어도 잘 해낼 수 있을까 꿈을 꾸어도 항상 둘이였는데 너를 닮아온 너를 닮아온 시간들을 절대 포기 못하는 미련한 심장인거죠 여기 서있어 너의 웃음 찾아 올꺼야 니맘 아프게한 눈물은 여기 내가 다 잡아둘테니까 투명한 니 사랑을 절대 잊지 못할 길을 만들어 반드시 우리 사랑을 다시 찾을 테니까 텅빈 사랑에 가슴 타오르는 슬픔도 너를 마음에서 밀어내기엔 부족한 나를 잘아니까 흐르는 그 눈물에 남은 기억마저 잠길 때까지 반드시 나의 사랑은 너를 찾을 테니까
2008	사랑후애 (僞愛)	록/메탈	내 사랑이라 생각했고  내 전부라고 생각했고  내 마지막이 될 사랑  그게 너라고 믿었어  너 하나만을 위해 웃고  너 하나만을 위해 살고  그게 행복일거라고  니 사랑을 믿었는데  모두 다 거짓말이야  다 거짓말이야  너의 사랑은 다 거짓말이야  이토록 아프게 해서  날 슬프게 해서  울리고 간 사랑이잖아  나만을 사랑한다고  날 지켜준다고  너의 사랑은 다 거짓말이야  내 마음 다 가져가고  사랑도 가져가고  떠나는 게 사랑이잖아  한 사람에게 사랑받고  한 사람에게 사랑주고  그 사람이 너일거라  바보처럼 믿었는데  모두 다 거짓말이야  다 거짓말이야  너의 사랑은 다 거짓말이야  이토록 아프게 해서  날 슬프게 해서  울리고 간 사랑이잖아  나만을 사랑한다고  날 지켜준다고  너의 사랑은 다 거짓말이야  내 마음 다 가져가고  사랑도 가져가고  떠나는 게 사랑이잖아  사랑이라는 말은 거짓말  사랑을 한단 말도 거짓말  영원이라는 말도 거짓말  돌아온다는 약속만을  내게 남긴채  그대는 어디로 그대는 어디로  멀어지고 멀어져도  나는 너 하나만을 사랑해  너 다시 돌아올까봐  내게로 올까봐  나는 사랑을 다시 못하잖아  이토록 아프게 해도  날 슬프게 해도  너 하나만 기다리잖아  모두 다 거짓말이야  다 거짓말이야  우리 이별은 다 거짓말이야  니가 내 사랑이니까  내 전부이니까  너 하나만 기다리잖아
2008	여자는 몰라	록/메탈	그녀는 모르죠 정말 모르죠  이 아픈 사랑  나 혼자 사랑을 하고  또 이별을 하고 그녀를 보내요  지우고 지워봐도  손 끝 하나 지울 수 없는  내겐 오직 하나 뿐인 사람  그녀를 보내요  여자는 사랑을 몰라  도대체 사랑을 몰라  그녀는 사랑 밖에 모르는  내 맘을 몰라  여자는 사랑을 몰라  이 슬픈 남자의 사랑을 몰라  그녀는 이별 밖에 모르는 여자라  사랑을 몰라  넌 절대 내 맘을 몰라  사랑을 몰라  그래서 나를 떠나  다른 사랑 골라  찢어진 내 맘 반해  그 만큼도 몰라 너는  너 밖에 몰라  난 그런 너 밖에 몰라  이별은 잘 몰라  그래서 사랑은  내게 상처로 남아  오늘도 니가 떠난  방에 혼자 남아  나는 너 밖에 몰라  상처가 흉터로 남아  손 끝 하나 가릴 수 없는  내겐 오직 하나 뿐인 사람  그녀를 보내요  여자는 사랑을 몰라  도대체 사랑을 몰라  그녀는 사랑 밖에 모르는  내 맘을 몰라  여자는 사랑을 몰라  이 슬픈 남자의 사랑을 몰라  난 오직 그녀만을 기다리잖아    이런 아픈 사랑을 몰라  이런 슬픈 사랑을 몰라  그녀는 사랑 밖에 모르는  내 맘을 몰라  여자는 사랑을 몰라  이 슬픈 남자의 사랑을 몰라  그녀는 이별 밖에 모르는 여자라  사랑을 몰라
2008	그대는 사랑입니다	록/메탈	하루하루를 그대 없이 살아도  하루하루를 그댈 잊고 살아도  사랑 없이 살 수 있다고  그대 없이 살 수 있다고  다짐하고 또 합니다  매일 매일을 눈물로 살아가  매일 매일을 견디며 살아가  이렇게 난 잊지 못하고  마지못해 살고 있다고  때늦은 후회합니다  가고 나면 깨닫는 게 사랑입니다  자고 나면 올 것 같은 그대입니다  나를 아프게 해도  나를 슬프게 해도  그대 같은 사람 없습니다  알다가도 모르는 게 사랑입니다  아파해도 그리운 게 사랑입니다  그댈 지우려 해도  그댈 버리려 해도  나의 사랑은 오직 그대입니다  매일 매일을 바쁜 척 살아가  매일 매일을 힘겹게 살아가  어떻게든 잊어본다고  수도 없이 다짐해봐도  또 다시 무너집니다  가고나면 깨닫는 게 사랑입니다  자고 나면 올 것 같은 그대입니다  나를 아프게 해도  나를 슬프게 해도  그대 같은 사람 없습니다  알다가도 모르는 게 사랑입니다  아파해도 그리운 게 사랑입니다  그댈 지우려 해도  그댈 버리려 해도 난 안됩니다    이별하고 이별해도 사랑입니다  미워하고 미워해도 사랑입니다    가고 나면 깨닫는 게 사랑입니다  자고 나면 올 것 같은 그대입니다  나를 아프게 해도  나를 슬프게 해도  그대 같은 사람 없습니다  알다가도 모르는 게 사랑입니다  아파해도 그리운 게 사랑입니다  그댈 지우려 해도  그댈 버리려 해도  나의 사랑은 오직 그대입니다
